text,intent
"No,  /",general
"C But  on the other hand, maybe that's, -/",statement
"[ we, + we ] do have a little information on it here,  /",statement
"-- I stay in the house because [ it's just, +",statement
"That's right,  /",general
But how these women must feel to place their children into care  /,statement
"C So,  back in my old job,  up until through nineteen eighty --",statement
"-- C because  if they were, then you kind of know that they had to go through some kind of testing,",statement
Right. /,general
Yeah. /,general
"F Uh,  do you like how it's presented on the news? /",question
"E I mean,  do you think things are going to change,  /",question
They seem to be trailing out quickly. /,statement
"[ If, + if ] they want the firepower they can get it. /",statement
"Right,  /",general
"C and  I feel like, the whole vocabulary of this is very loaded if you think of words [ like, + like ] put her in there. /",statement
Uh-huh. /,general
"C And  [ it, + it ] is a beautiful country. /",statement
<laughter> Uh-huh. /,general
"F Um,   F oh,  I like sound tracks a lot. /",statement
sometimes I come home from work  /,statement
"[ C and,  + C and  ] F uh,  I volunteer a whole lot. /",statement
C And  we thought that was important instead of getting <laughter> swallowed up in something that  D you know.  -/,statement
As a matter of fact I read the Sunday paper this evening. /,statement
"C and  I've never been one to itemize on my  income, tax and never had enough to itemize  /",statement
maybe it's legal up to one or two additional kids. /,statement
"<Laughter> F Uh,  I suspect we'll do quite a bit more  genealogy  /",statement
"C but  [ there's, + F uh,  they're ] a pain to peel for some people.  /",statement
Right. /,general
"C but  it's these other things that you and I [ are, + are ] keying off on,",statement
"C so  [ that was, + that was ]  kind of a shock <laughter>. /",statement
"E I mean,  [[ you + --",statement
"C and,  F um,  D you know,  [ I didn't feel D like  that +  I didn't feel D like  ] I had to have everything.  /",statement
"D Well,  for example, in my son's kindergarten.  They're really finished at lunch time.  /",statement
"C And  it was,",statement
"C But  that's what happens when you get up in this area, D you know,  you got all these companies are up here, /",statement
"he also has a new book out that I purchased right before I moved and  haven't had a chance to crack it open yet.  F Um,   /",statement
It broke the limbs. /,statement
"Both of my kids do,  /",statement
We've got a good Chinese restaurant in town. /,statement
My husband is even interested in it now.  /,statement
"I'm an officer in the Air Force,  /",statement
When did you first come to Texas?  <Dishes>. /,question
Oh. /,general
"D you know,  throw them meat or -- -/",statement
"They have wonderful [ pi-, + photographs ] and just amazing photographs that --",statement
"[ I-, + if ] you are going to keep something that long, <laughter>  D you know,  you better get something that you wanted to begin with and  that you are going to like for a long time. /",statement
"We just, D you know,  are D like  fifty dollars for this series of antibiotics and things. /",statement
"I know many people are [ co-, + very comfortable ] in the classroom and what have you wearing pants. /",statement
"I'm sure, because they've got to grade papers and get class stuff ready. /",statement
"I guess her most recent  position after she returned back to work, she applied for a director's position [ an-, + ] and got it.  /",statement
"C And  she would make spaghetti with pork chops [ and, + and ] special meat balls and everything.  /",statement
"[ That's, +  F uh,  that's ]  interesting, D Well,  I was in submarines.  F Uh,  /",statement
"C and  [ [ they, + they at least have, ] + now they have at least ] some marginally marketable skills and more discipline.  /",statement
"C But  D see,  we don't even push  the fact to the high school kids that there's other means of education out there rather than college.   <<pause>> To go either as an apprentice, which [ they, + they ]  do in other countries. Just doing it, which I think would bring the education back up.  D You know,  -/",statement
That's an interesting point.  /,statement
"Plus, I bet it [ cuts, + cuts ] down on your  absenteeism because you've got two days off that you can do everything,  /",statement
"-- C and  there was no such thing as a job or any hope of a job,  [ unti-, + D well,   unless, ] - /",statement
"F Oh,  it's, F uh,  Mitzi. /",statement
Right.  /,general
I'll tell you that <laughter>. /,statement
"[ It's, +  it's ] your core education, your [ general requi-, + general education requirements. ] /",statement
"<Laughter>  D Well,  we retired early -- /",statement
Right.  /,general
"[ Not, +  not, ] D you know,  the bouncy, <laughter> D you know  --",statement
"Uh-huh,  /",general
C but  <laughter> <sniffing> it was kind of funny.  /,statement
"C but,",statement
C and  it would  definitely be an outdoor animal. /,statement
C and  I think of how inept our post office is and how that's taking up <laughter> --,statement
"[ C And,  + F um,  C but  ] [ it's, + it's ] a very beautiful part, very interesting historically, of course, which was my interest  ((   ))  art history. /",statement
Sure. /,general
I know Amway.  /,statement
Uh-huh. /,general
"C And  it's hard to believe that, D you know,  this really happened. /",statement
I have heard that too. /,statement
He seems so macho I just <ugh> <laughter>. -/,statement
"C but  I don't think it is anymore, not in Texas anyway. /",statement
"it'll be interesting to see how the next, F uh,  few years go. /",statement
"<Laughter> I can't imagine th-, them having as much fun as the parents,",statement
Yeah. /,general
I love watching that.  /,statement
Right. /,general
"it seems like [ a, + a ] big thing for Christmas is usually ham. /",statement
"I have a son and a daughter,  /",statement
Uh-huh. /,general
"<Throat_clearing> D Well,  I have a Honda,  F um,  hatchback, nineteen eighty-four. /",statement
C and  they painted it kind of like a  (( spun ))   (( of a sorts ))  /,statement
It's the best I have ever had. /,statement
so I can think of lots of things that my roommate does that bother me --,statement
"You put that many people on that small  of a space, they've learned to live together.  /",statement
"E I mean,  we've gone for Romanian food and Lebanese food, and things  like that  -- /",statement
[ How long would it be -- +,question
"[ C And,  + C and,  ] D you know,  I think [ this, + after you've done it a certain amount of time, it ] kind of does get to be a routine. /",statement
"Yeah,  /",general
Uh-huh. /,general
Yeah. /,general
Oh. /,general
C and  it seems like  everybody stopped  /,statement
"F Oh,  F uh,  [ Bangle-, + Bangladesh, ] boy, [ they, + they ] caught it bad <laughter>. /",statement
"A lot of people just take, D you know,  that week,  /",statement
C And  he also likes STAR TREK.  /,statement
"E I mean,  [ I've, + I've ] probably heard him,  /",statement
"D Well,  we're the same age. /",statement
"some of them I already knew about,  /",statement
"D You know,  my dad was a very traditional dad,  /",statement
It's a good game though.  /,statement
Right. /,general
"Babies are fun,  /",statement
C And  I always  thought we'd get outvoted five to two -- /,statement
"my kids, when they were little they had given me some azaleas --",statement
C and  maybe I'll talk to you again. /,general
"He was ancient,  /",statement
"F Uh,  there was a retired plumber that went to, F uh,  F uh,  Uruguay I think and  helped them quite a bit with concepts in plumbing, D you know,   providing [ for a, + for ] better public hygiene. /",statement
"F Um,  you see people wearing, D you know,  all different attire.  /",statement
"Some one kept beeping in our calling waiting  ((   )) , /",statement
"D Like  have you heard [ of, + F uh,  <smack> of ] Carmen?  /",question
"D like  in Dallas E I mean  they've had, - /",statement
Uh-huh. /,general
"F Uh,  D so  my favorite team is about the Rangers. /",statement
Uh-huh. /,general
Uh-huh. /,general
"[ [ It's, +   it's daughter, ] +  it's his daughter ] that, -/",statement
"C and,   I heard, - /",statement
Yeah. /,general
C and  she'll cower and go hide under the table. /,statement
Uh-huh. /,general
"[ that make, + don't make ] that kind of money. -/",statement
"C but,  F uh,  now they have what's called the World Football League  /",statement
"C But,   [ [ typically, + D you know,   basic-, ] + F uh,  typically, ] F uh,  everyone gets involved in, F uh,  the jury process  /",statement
C but  it's mainly the hospitals. /,statement
C and   (( I was ))  pretty pleased.  /,statement
"C So,   I guess people Jeep through that area  /",statement
"D Well,  what he wants to do is take all the money that, F uh,  he gets for drug enforcement and use it for, F uh,  drug education. /",statement
Everybody else but one has been in Texas. /,statement
Uh-huh. /,general
Uh-huh. /,general
"C And  [ I can, + I can't ] see the difference.  /",statement
Uh-huh. /,general
Oh. /,general
"C But,  F uh,  F oh,  I watch things like, F uh,  SIXTY MINUTES,",statement
"I'm in Garland,  /",statement
yeah <laughter>.  /,general
"I think that is a stigma  [ and an  I, +",statement
"[ I, + I ] guess, D you know,   I'd like you to maybe express something here. /",request
"[ I haven't, + I didn't ] go down there last year,  /",statement
"C but  I was, D well  D you know,",statement
"F Uh,  in Dallas, some of the major problems, F uh,  - /",statement
"C And  a lot of times, those are the things I don't like to disclose to an employer because then they don't want to have anything  to do with you <laughter>.  /",statement
"C And,   F uh,  when I did, [ I, + D you know,  I ] realized [ that, + that ] it just [ looked, + seemed ] like I was never paying the balance off,",statement
Yeah -- /,general
uh-huh.  /,general
C so  next time we'll do that different.  /,statement
a student athlete is spending so many hours in class.  /,statement
C and  I know that my <breathing> future  husband will be D You know  - /,statement
"I think [ their, + their ] version of the good old boy network going that, - /",statement
Uh-huh. /,general
"I have a friend who was telling me about her brother who gets high all the time,  /",statement
"[ I'm, + I'm ] not ready to buy a new car yet,  /",statement
I'm sure there must be some good ones around here somewhere. /,statement
"The, F uh,  problem with public education is [ really, + F uh,  really ]  a problem with the culture.  /",statement
C and  ours is seventy dollars a week plus all activities -- /,statement
"[ C So,  + C but  ] I, self-employed, D you know,   /",statement
Huh-uh. /,general
"[ I keep, + F uh,  I have ]  an American Express, and a Visa card that I keep, D you know,  kind of for emergency  purposes,  /",statement
Yeah. /,general
"[ We, + we ] do that sometimes.  /",statement
"Then [ [ sal-, + sal-,  ] + salary  ] continuance, I've never used that one.  /",statement
"C but,   F uh,  I was listening to the news the other day  /",statement
"C And  I  think [ [ that may, + I, ] + that may ] be an exception as well.  /",statement
"D actually  when I was working there I was the only woman that was pretty much in the industry <breathing>,  /",statement
"Yeah,  /",general
Oh. /,general
"[  That, + that ] was fairly large undertaking.  /",statement
"What do you,  - /",question
"F Uh,  C but  D anyway,  F uh,  otherwise, I would imagine, F uh,  good vacation [ is, + is ] important, although I don't know if that's really a deciding factor for many people on a job.  /",statement
"C and  the other one was, F oh,  I can't remember what,  /",statement
"C And  she's worked that for, F oh,  years, when I was small. /",statement
-- C and  now we have four <laughter> -- /,statement
We enjoy fooling around with it. /,statement
Yeah.  /,general
Uh-huh.  /,general
"F Uh,   [ we, + we  ] tended to want to keep on giving lavish,",statement
"C and then,  F uh,  D well,  we've been  taking the TIMES HERALD for ages  /",statement
a lot of that's that recyclable steel  /,statement
"My husband, on the other hand, was not very close to his family.  /",statement
Right. /,general
Okay. /,general
"E I mean,  we had a few cool days, F uh,  this month,  /",statement
"I figure I'm only taking on the weekend,  /",statement
"F Uh,  the last time we had some, F uh,  friends over for dinner, I tried a dessert that sounded [ wonder-, + wonderful ] in the recipe  /",statement
Uh-huh.  /,general
"-- [ [ C and,  + C and,  ] +   I think, C and  ] that's  what they were going after, F uh,  they went to interview this  town,  /",statement
-- C or  do you go ahead and let it cook through? /,question
"Yes,  /",general
Uh-huh. /,general
"F Um,   uh-huh. /",general
Yeah.  /,general
"-- [ I try, + I try ] to make sure  I don't get in debt.  /",statement
Yeah. /,general
Right.   /,general
Some places aren't very safe to work. /,statement
Yeah. /,general
"I do not think he was in combat, /",statement
they have to have a certain respect for it. /,statement
Uh-huh. /,general
I guess you'd have to call them great men in some sense. /,statement
C And  I read it  /,statement
C so  they're going to put it in the video. /,statement
"C and,  F um,  the best thing we found to do with him is to walk around.  /",statement
They keep it at eighty-one degrees year-round. /,statement
Uh-huh.   /,general
"<Laughter>  Yeah,  /",general
"C and  it's enjoyable, too.  /",statement
"((   )) , how do you feel about crime in the city?  /",question
Twenty something.  /,statement
"[ how  do you, + how do you,  ] -/",question
"Yeah,  /",general
"-- C but,  F um.   Do you think you pay too much there,  /",question
"C And,  F um,  <throat_clearing> F uh,  I play the guitar and a banjo.  /",statement
"it was,  D you know,  combination [ of, +  of,  ] F uh,  both activities [ and, +  F uh,  and ]  using too  /",statement
I don't know how we could make it more fair.  /,statement
"E I mean  they might be able to,  F ah,  say that anyone who does that, F uh,  gets certain benefits that <throat_clearing> would not be available to someone who didn't do it.  /",statement
-- C and  it's no --,statement
Uh-huh. /,general
a bunch of us  ((   ))   were pretty avid [ golfers. +,statement
"I think basically it's a good idea, D you know,   /",statement
"C And  I'm not sure what happened,  /",statement
"F Uh,   [ I guess, +  F uh,  I think ] they've lost their  compass  /",statement
"I'm just,",statement
that is how I got it as well  /,statement
"C but,  F um,  it had not,  /",statement
C but  they lost a whole lot of the life they might have had. /,statement
"C and  I don't like that part of the finance, D you know  --",statement
I loved it.  /,statement
"we didn't have, /",statement
Uh-huh. /,general
"[ C And,  +  C and  ] that was their [ main, + main ] money making, D you know,",statement
"[ C and,  + C but  ] now we've seen, D you know,  <breathing> F uh,  black people have a lot more civil rights in that area and I guess all over than they did, D you know,  twenty years ago. /",statement
It was miles down the road  /,statement
"I think [ that  little, + the little ] Chevy V eight when it  started out [ in sixty, + in fifty-five, ] I think was two sixty-five, something like that. -/",statement
Yeah.  /,general
"Yeah,  /",general
Yes. /,general
"[ I don't know how, + A she's moved away.   I don't know how ] it is now  /",statement
"[ C But,  + C but  ] this is [ for, + ]  supposedly to benefit the minorities,  /",statement
"Yeah,  /",general
"[  It, + it, ]",statement
"We thought, F uh,  D you know,  - /",statement
There are several containers where the group called Cosmopolitan Industries collects  /,statement
Yeah.  /,general
"F Um,  you say you watch evenings mostly? /",question
"D Now  [ if you, + if you ] pay your monthly charge, do you then pay separately for classes your taking? /",question
"I don't even have that much knowledge to know whether  that would get them addicted or  not, D you know.   /",statement
"[ [ I, + I ] think  -- +",statement
"C but  the consequence,",statement
"D Well,  if I'm the one doing the shooting I don't miss.  /",statement
"Does it cost the same for just two nights  or, -/",question
"[ I, + I ] like jeans a lot. /",statement
"C And  when I came to Dallas, I thought I was going to  do that Christmas eve  /",statement
Yeah <laughter>. /,general
"C and  I have, F uh,  four bedrooms at the present.  /",statement
Right. /,general
"[ I coul-, +  I couldn't ] afford to work there. /",statement
"Favorite, - /",statement
C but   he hasn't.  /,statement
You first. /,request
"C and  [ I, +  you ] sort of forget how much it did rain  /",statement
"I'm sure you could put one in probably, /",statement
I don't think it's anything we did <laughter>. /,statement
C but  there is camping  /,statement
We may get some more tonight. /,statement
I work at T I. /,statement
Yeah. /,general
Uh-huh. /,general
"There's just my husband and I,  /",statement
"do you think that there should be some control, F uh,  innovated such that  the doctors are not allowed to charge ridiculously over priced things.  /",question
C But  I don't know much about camping in Texas. /,statement
I do think we should deal more with them.  /,statement
"[ C But,  + F uh,  C so  ] who do you thinks going to win the playoffs? /",question
"D Well,  F uh,  lately, since I have children  I've cut down on having dinner parties <beep>. /",statement
C and  you have to tell them what they are taking a prescription for. /,statement
"C and  I have watched, F uh,  GROSS ANATOMY.  /",statement
C and   that's interesting.  /,statement
"yeah,  /",general
Did you plant those yourself? /,question
"C and  that's where I [ get, + get ] into the problem  [ with, + with ] him.  /",statement
"C But  I think it's D like,    about sixty dollars a week for two children --",statement
"You can drive up,  /",statement
"I would [ very, + very ]  seriously consider buying one.  F Uh,   /",statement
<Noise> <<rattling in background>> D Well  I always think  I'm paying too much taxes.  /,statement
"C but  the atmosphere and  service I think, are important, F uh  --",statement
"C and,  D you know,  I was worried about every time we came to an intersection <laughter> --",statement
"Who's,",question
"my mother and I were, F uh,  really, [ prac-, + ] first generation  divorce in our family. /",statement
C So  we didn't have any lawn and  garden type duties.  /,statement
"Yeah,  /",general
Oh. /,general
"D Well,  it was nice talking to you <static>. /",general
"-- C and then,  F uh,  I don't like to make a whole lot of, F uh,  judgment [ m-, + myself -- ]",statement
Uh-huh.  /,general
"F uh,  it seems to me that,  F uh,  -/",statement
Uh-huh. /,general
"F Um,  F um.   /",general
I know of a friend that works for my lawyer that has had no training whatsoever  /,statement
"C and  I was just thinking, D well,  peace is peace --",statement
"and know that they are going  to be capable of paying us back,  /",statement
C and  boy that really pumps them up. /,statement
E I mean  --,statement
Uh-huh.  /,general
"E I mean,  D you know,  [ I'm, + D you know,  was ] raised with being a very strong Bible work ethic  /",statement
"D You know,  F uh,  I don't think anybody needs anybody [ that's, + ] to be working for them that's on drugs --",statement
"they get so fast, D you know.  /",statement
Yeah. /,general
I've learned that credit cards are extremely dangerous in my hand --,statement
"[ you, + [ [ you're still not, + you're still not, ] + you're still ] ] overspending. /",statement
Yeah. /,general
"Yeah,  /",general
bye. /,general
"F Uh,  it is called the QUANTUM LEAP. /",statement
"C and  [ if, + if ] and when he [ comes, + ] gets free again,",statement
Yeah. /,general
Uh-huh. /,general
Uh-huh. /,general
Should we have been there? /,question
"C and then,  F uh,  [ [ it, + it, ] + it ] likes to live on about a hundred and  fifty megabyte hard drive. /",statement
"it is, F uh,  <breathing> probably <breathing> ten years old. -/",statement
I think education helps a little bit there.  /,statement
Uh-huh. /,general
C and  she lives in western North Carolina  /,statement
Right.  /,general
Uh-huh. /,general
Uh-huh. /,general
Uh-huh. /,general
"[ Why do, +  F uh,  is that just because they have ] such a low opinion of the public?  And  the public's,  F uh   ,",question
Bye. /,general
Right. /,general
"D well,  it depends on where you are.  /",statement
"F Uh,  C because  I have [ a, + an ] economy car right now, which is okay,  /",statement
"I thought, wow, full time,  /",statement
"and they're really, uh, uh, stressing this partnerships in quality,  /",statement
"C but,",statement
"C so   I'm [ st-, + staying ]  in an apartment  /",statement
"He's got to be pretty much,  D you know,  - /",statement
F Uh.  /,general
Right.   /,general
"C But  again [ it's, + ] I initiate it not the company.  /",statement
I guess in my spare time I'll be making T shirts <inhaling>.  /,statement
Huh.  /,general
"You can put, D you know,  - /",statement
"[ A lot of, + a lot of  ] people did. /",statement
I think they would probably have to pull into my drive before it bothered me <laughter>. /,statement
"D you know,  I think people that own homes a lot in North Dallas are very materialistic. /",statement
The only  thing I didn't like  was in some of the more touristy areas --,statement
I think when they refer to different kinds of fishing - /,statement
I think the one in New Mexico is closed  /,statement
"It's real interesting, this last, F um,  tax season, - /",statement
"it seems that, F uh,  more and more people are not  ((   ))  owning traditional homes these days. /",statement
"My wife took my daughters one year when they were getting some points for school, took them to an elderly home,  /",statement
"C so,  I thought it was wonderful  to be a bigger fish and not so much a number, /",statement
"-- C but,   F uh,  yeah.  /",general
I don't think so either.  /,statement
"C so  [ [ that, +  it, ] +   it's ] really neat,  /",statement
"I've been retired from T I about a year, /",statement
"[ C And,  +  C and so  ] [ it's, +  D you know,  it's ] not an intelligence problem.  /",statement
"Yeah,  /",general
"C but  [ I don't, + I don't ] read newspapers <laughter>. /",statement
"[ That, + that ] is a key thing for shade --",statement
"D You know.   They can take your  car and your clothes and your, anything  /",statement
"C But   [ [ that's, + F uh,  the-, ] + they're, ] so close,  /",statement
I would also like to go to Australia  /,statement
C but  --,general
"I've had rats,  /",statement
Uh-huh. /,general
"[ C and  it, + C and  it ] makes you do it.  /",statement
"F Uh,  C and  [ how, + how ] do you feel about, F uh,  let's see, eye care? /",question
Right. /,general
C and  he just goes to the Dallas one.  /,statement
Right.  /,general
Uh-huh. /,general
"F huh,  I guess if I had to pick a favorite team, any more, as well as, - /",statement
Yeah. /,general
Yeah. /,general
same with my husband.  /,statement
Uh-huh. /,general
"F Oh,  yeah,  /",general
"[ this is, +  this is ] a tough one, I [ don't, + ] really haven't thought about any of this. /",statement
Uh-huh  /,general
"F Uh,  they do not have to keep making up stuff if they want to make something good. /",statement
"F Uh,  it's a pretty big expense nowadays.  /",statement
Yeah. /,general
"Yeah,  /",general
she was very well aware  /,statement
I used to live in Wylie -- /,statement
"C and  when we buy the soda when it's on sale for ninety-nine cents,  /",statement
"F Oh,  there's been a lot,  /",statement
"[ C and,  + F uh,  C and  ] [ they were like, + it was like ] two dollars and something for the bottles. <laughter>  /",statement
Uh-huh. /,general
"C And  I think it's an excellent movie for, - /",statement
"Yes,  /",general
F Huh.  /,general
This is nothing like cats. /,statement
Yeah.  /,general
Uh-huh. /,general
"C and  [ they, + they ] tell me the same thing. /",statement
"[ what, + what, ] are you putting in triple glaze or double glaze or, -/",question
"even, D you know,  [ they, + they ] tax food.  /",statement
"C and  it's just  D like,  everybody likes to blame everything on drugs now,  /",statement
C and  it's so hot. /,statement
"I can't really think of anything that invades my privacy,  /",statement
"<Noise>  F Oh,  really.  /",general
"Okay,  /",general
"D Well,  I will look [ and, + and ] see.  /",statement
"C So  [ I had, +  I went ]  and bought just some cloth glue and glued it all back  /",statement
"C and  I bet in [ your, + your  ] job that you have to,  /",statement
"Maybe this pre group of people could decide, D you know,  [ which kind of, + F uh,  D you know,  where they could go ] from there.  /",statement
sure. /,general
"E I mean,  [ I, + I ] grew up, - /",statement
They have one under my first name  and  [ initial + --,statement
The roof was really sorry.  /,statement
"-- these people were like paralyzed,  /",statement
Uh-huh. /,general
Uh-huh. /,general
"D well,  we keep our [ paper, + paper ] bags lined up in the garage for [ glass and, + glass and, ] F uh,  plastics   /",statement
"It just costs too much,  /",statement
"she has a few friends that have moms who are still at home,  /",statement
Sure. /,general
Uh-huh <laughter>. /,general
"((   ))  I know that there's certain issues that can really motivate people because we live in a [ [ pr-, + pr-, ] + predominately ] Catholic type area, /",statement
It's probably the prettiest lake in the state of Texas. /,statement
<laughter> That sounds right [ I,statement
"I always kept plenty of money in my checking account,  /",statement
"C And,  F uh,  she wanted me to bring it in,  /",statement
"I went to college,  /",statement
"-- [ ther-, + ] [ we, + we ] have a lot of town  homes here --",statement
Do you enjoy working with your car? /,question
C But  it's just tough to get through that first two hundred pages or so. /,statement
Right. /,general
Yeah. /,general
Uh-huh. /,general
C and  Saint Louis was much the same. /,statement
little ROGER RABBIT on before that. /,statement
I think they  checked for drugs.  /,statement
"(( you and I think are ))  honest and candid because we could do it [ on, + in ] this,",statement
"F Uh,  [ our, + our ] last house wasn't too bad,  /",statement
"Yeah,  /",general
C and  the novel didn't do that much for me.  /,statement
"[ I've, + I've ] quit doing that myself. /",statement
I had not heard anybody talk about it.  /,statement
"[ It's, + it's ]  amazing the way, - /",statement
C and  --,statement
"F Uh,  C and  each year it's done a little bit differently, because different people serve in those roles. /",statement
Uh-huh.  /,general
"C But  now, [ it's D like,  + it's ]   punch money, because <laughter> -- -/",statement
"C So  if you were to improve it, what would you do to improve it? /",question
"Yeah,  /",general
Yeah.  /,general
"C And  we called up the company that somebody else we knew had dealt with,  /",statement
"[ C so  that, + C so  that ] you had to sort of get a general feel for everything,  /",statement
"C Cause  I know that skiing in Utah  [ is, + is ] suppose to be <static> great. /",statement
"I was a big dirt eater, supposedly, when I was a child  /",statement
"How do you feel about the, - /",question
"C And  a friend of mine, F um,  she plans her family  reunion, F um,  every year,  /",statement
C And then  he's got me into making eggs without the yolk. /,statement
"C so  just at the time all this happened, the door bell rang  /",statement
It's easier to say it  on the telephone  /,statement
"F Um,  it's very pretty driving  D like,  F um,  up north in Wisconsin too. /",statement
"C So,  F uh,   <lipsmack>  D anyway,  it was nice talking to you Dudley. /",general
"C and  you happen to take an extra penicillin, - /",statement
I can't believe that.  /,statement
C and  we became Christians  about five years ago.  /,statement
"C Or  [ do you   just not, + do you ]  feel like it's not really going to make that much difference if you don't vote  /",question
Uh-huh. /,general
"It's actually Cobb County,  /",statement
Yes. /,general
"He had a boss who, F uh,  moved into a larger office -- /",statement
"C and  F uh,  I guess the most significant probably is that so many are working now,",statement
"F Oh,  it was just bad. /",statement
Right. /,general
"C And  we just decided, F uh,  F uh,  sell.   /",statement
I guess when the veterans went to Washington -- -/,statement
"[ That was, + that was ] so funny,  /",statement
that's sort of a problem. /,statement
"<Lipsmack> Another way you could do it is weight this value by, F uh,  the value to society of the people.   F Uh,  which is pretty delicate thing to do.  /",statement
"C and  the white blood cell  count goes down,  /",statement
Everything goes into one thing and  goes out to the <laughter>. -/,statement
"[ he's, + he's ] making straight A -s,  /",statement
"he's being called a consultant,  /",statement
"C But  anyway, <laughter> F uh,  under our trees we get [ a, + a ] north sun  /",statement
"F Oh,   was that good?  /",question
"C but  [ you could do it, +",statement
"F oh,  T I is everywhere. /",statement
C But  we used to listen to it full blast <laughter>. /,statement
"C So,  I think, I would not push them towards any one place. /",statement
"Yeah,  /",general
Yeah. /,general
Yeah.  /,general
What about you? /,question
Yeah. /,general
"F Uh,  D you know,  that's about  how disinterested I had become. /",statement
that is not terrible. /,statement
"C And  [ that, + that's ] one thing that I feel really strongly about though, is, F uh,  D you know,  people coming up to my door, and especially religious organizations and wanting [ to + F uh,  D you know,  to ] try and  get me to join or, D you know,  become interested in their religion,  /",statement
"F Uh,  we used to have, D you know,  D like  several,  /",statement
"it doesn't sound like [ it, + it ] would be hard at all. /",statement
Uh-huh. /,general
"C And then  he went with, F uh,  <noise>  <<a squealing>> a family corporation that [ had, + ] F uh,  has oil and ranching and varied enterprises. /",statement
"C and,  F uh,  then she recouped.  /",statement
"[ We like, + we like ]  pets,  /",statement
"D Well,  I got some friends that, F uh,  - /",statement
"That's, F uh,  kind of a minimum there that you're getting.  /",statement
Really. /,general
"Uh-huh,  /",general
"They said it could be, D like,  six degrees out and, D like,  negative forty-one wind chill. /",statement
"C and,  F uh  <talking>  --",statement
C and  it was really funny because they were made from yogurt and carrots. /,statement
"C And  we made some really nice Christmas wreaths with, F uh,  dried red flowers and dried white  flowers and, F uh,  eucalyptus. /",statement
Do they teach them in school <child_talking> right now where she's at about drugs? /,question
"C but  [ I, + I ] guess I need to put it on paper and turn it in <laughter>. /",statement
"F Um,  I cook a lot the same [ as, + as  ] my mom did,  /",statement
"F Uh,  two weeks.  /",statement
I'm not near that age <laughter>.  /,statement
"does that, F uh,  mean advantage? /",question
"that's [ what I, + one thing I  ] like about T I is that they aren't overly strict about what you wear  /",statement
Do you work  /,question
Oh.  /,general
"Yeah,  /",general
C so  I guess that was a crime.  /,statement
"They propagate pretty well, those little fish. /",statement
"D Well,  [ they, + they ] really have changed him though.  /",statement
We do lawn work all the time.  /,statement
just kind of do it. /,statement
"F Oh,  I see. /",general
D Well  that certainly doesn't help matters any.  /,statement
Uh-huh. /,general
D see  men are coming into their own --,statement
"C and,  D you know,  [ they'll, + they'll ]  wind up being good again.  /",statement
Yeah. /,general
"F Um,  I know working for small corporations - /",statement
"E I mean,  doors don't have  latches on them.  /",statement
"It was a science fiction, Dean Cole, or  something like that.  /",statement
"F Uh,  frustrating at times. /",statement
C but  I think that's real dangerous  /,statement
"I have done something, F uh,  like that, too,  only not nearly as extensive. /",statement
"look at the news tonight,  /",request
"Yeah,  /",general
"[ You, + you ] don't have to worry about filling out forms, F uh,  D you know,  for reimbursement and all or, D you know,  getting paid eight percent [ of, +  of ] whatever.  /",statement
"D Well,  [ I kind of, + F uh,  I ] watch the, F uh,  national news every day, for one.  /",statement
I don't even rent them.   D You know.  /,statement
Before I even got married I had my cat. /,statement
<clicking> Uh-huh. /,general
Yeah. /,general
Uh-huh. /,general
"[ C and,  + C and  ] he will help you avoid a lot of little things, F uh,  financially. /",statement
"I'll be able to spend the time with my daughter, <noise> and",statement
C and so  --,statement
"I think [ it kind of, + F uh,  it ] didn't really take over the first page quite as much as it did I think during the war. /",statement
Uh-huh. /,general
"Sure,  /",general
Yeah. /,general
"F Oh  D well,  take care. /",general
"Uh, you know, whatever - /",statement
Yeah.  /,general
"C and,",statement
Yeah. /,general
is that for T I  /,question
"E I mean,",statement
"C and  not only that, but the, F uh,  repair capability of, F uh,  service departments and  dealerships was equally dismal -- /",statement
"D Well,  I think part of the problem comes in sort of shoddy workmanship.  /",statement
Okay. /,general
I think that's pretty standard.  /,statement
C and  the foods are wonderful.  /,statement
C and  I had to carry a beeper around  /,statement
"I think, more people [ are -- +",statement
We've noticed that crepe myrtles don't do as well as they used to --,statement
"C And   that's not, - /",statement
How old is your granddaughter? /,question
"E I mean,  you pay from fifty to a hundred dollars a week in child care -- /",statement
there should be a limit as to the number of appeals. /,statement
C because  there's not a lot being done. /,statement
"I really think, F uh,  D you know,  we're doing [ some, + some ] important things.  /",statement
-- our soil's not very good down here.  /,statement
Yeah.  /,general
"Yeah,  /",general
"[ C So,  + C so   ] he does not live there though? /",question
"I've got one called ONE THOUSAND PRACTICAL PARENTING TIPS,",statement
Everybody has a different thing.  /,statement
C and  economics was the choice -- /,statement
C and  <noise> probably the one I liked most was Hawaii <laughter>. /,statement
That's the problem. /,statement
"D Well,  [ I, +  I ] like where all the controls [ [ are -- +",statement
C but  I think they both won their opener.  /,statement
"F Oh,  it's, F uh,  [ built in the, + probably built in the ]  late fifties  /",statement
"C and,  D you know,  that I'm need to do this, that and the other  /",statement
"[ I don't, + D you know  I don't ] change my own oil, /",statement
Yeah.  /,general
C and  I have a closet full of sweaters. /,statement
"C or,  D you know,",statement
"C But  the bottom line is [ that, + that ] [  if, +  if ] you're going to stay clean and straight, <laughter> then, F um,  [ you're, + you're ] going to do that because you want to. /",statement
Yeah.   /,general
