text,label
where did you all move from,question
leave me some wisdom catherine laughter,request
things like that,statement
section,general
how would it how what kind of stuff would they would you like them to do so that that you would know more about it,question
c and a week later we went back and picked up the computer,statement
d substantially you should f uh run for amp school board position,request
we ve been talking for adenine little bit,general
i did forget to ask you,statement
don thyroxine don thyroxine be indiana any hurry,request
c so does t i have a pretty good retirement package do you think,question
go right ahead,request
f um where you live is there a real high f uh alkaline or ash content,question
c or do you enjoy it,question
c and how old are your kids,question
now maybe i m not the f uh typical nonexempt that you deal with,statement
c so i enjoy it,general
c and what are you going to buy,question
i was going to say do you have grand kids or anything to make dolls for,question
d well it s been nice talking with you,general
we re we re a christian family,statement
bye bye today,general
c and you might even be able to to use it for for a bombing test site d you know,statement
c and you need to go inch the spring when all the flowers are inch bloom all upwards and down through there,request
i find it changing the way that i eat but not the way i entertain,statement
you can wash up easily because they re water soluble,statement
could you fall along one minute jim,request
could you reserve on for just a import,request
do you see as f uh the changes that have occurred in the last,question
i feel much the same way,statement
f uh my children and i f uh i started a thing where i read a book with them before they went,statement
can you hold ringing on fair a sec,request
you re probably a veteran laughter,general
what kind of work do you do,question
savour college spell you can,general
is your business in dallas then,question
i don t f uh i would like to see the greatest improvement in management,statement
d well how about you,question
beat the yellow i,request
c and do you find that you get an awful lot of credit card applications through the mail,question
i live in tx,general
i don t have the equipment here,statement
d actually yeah,general
laugh somebody take care of maine,request
they just raised it to twelve,statement
were they,question
d well listen they ve f uh they ve suffer this unity,request
uh we really don t have too much of a problem as far as uh industry since we re pretty technologically based as far as our industry in the city here,statement
what are some of your things you like to do,question
c and it takes them something like thirty days to complete a house,statement
d well you should of just ripped the whole thing stunned,request
talking radio very faint yes,general
wherefore don t you go ahead and say what you feel,request
do you do you worry do you worry any about f uh f uh being able,question
c so pause calciferol well i guess i ll let you get back to course your little one there,request
c and you name it,request
you tush good light,request
what kind of culture was that laughter,question
that s like this dog fish,statement
what f uh survive beforehand and tell me about your home laughter,request
e i mean i think they re doing their duty,statement
c and put it it goes directly to another account that we don t at an entirely different bank that we don t have access to so easily,statement
the d you know are sometimes several hundred dollars like f uh tires for the car or car repair of some sort,question
how often do you all come through waco,question
c so i i do know something about the d you know the really cold weather,general
which i think that that s not the the way the majority of the people over there really are,statement
get the computer out,request
no problem,general
laughter how about yourself,question
hope you enjoy your recipe,general
f oh you will have to go on one,request
c so you go if you re if you re not doing any kind of sport thing you go to one of your sisters or brothers,question
c but i also get the new york times and the wall street journal,statement
now l let me ask you this,request
how how old are they,question
f oh i see laughter,general
what about f uh classic rock type stations,question
c but really we didn t have a quarterback,statement
adam right to force,request
laugh savor it,request
f oh d well yeah,general
just a mo talking to child in background,request
c and talk a,request
ergocalciferol so ergocalciferol considerably have a good day,general
i guess f um cholecalciferol you hump,general
uh huh noise ice rattling,general
f oh f oh you are,question
how much time do you spend with your children,question
about six hundred and eighty seven and below will not be covered by by f uh subsidized health care,statement
i think it s gotten much worse the last,statement
d well yeah,general
got to wait a couple years,request
send them ended to irak laughter,request
c and go to fluorine uh lone star,request
laughter yea sniffle,general
then right,general
do you miss your papers sometimes,question
enj enjoying it laughter,general
static f ohio actually,general
they may be coming out ahead,statement
i ll be i ll be upset probably even though my prediction will be right laughter,general
wh which group do you work in in t i,question
unity think it probably has been,general
d so who s your favorite team,question
d well tell me what s in your garden this year since i don t have one,request
yea inactive,general
c and f uh all that because there was,statement
i guess it s ge getting to be lunch time,general
d so what do you f uh think is the f uh the worst culprit for air pollution,question
today l let me ask you this,request
fluorine oh blow so,general
c but i feel like i don t know when i have children i want to be able to spend a lot of time with them,statement
f oh dear,general
why don t you tell me about your choir,request
lipsmack can i pick your brain about how you got rid of those trees,request
ergocalciferol well danu it s been really interesting,general
when my wife lets me,statement
c and what s that other one where they laughter where they do the f um skits,question
i haven t gotten any calls in two weeks,general
e one mean it s like don t concern about it,request
c so it came,statement
we sire lucky,general
c but f uh we re still making the payments on them,statement
do you do it yourself,question
let them go and pay their offence or their time doing something else,request
does san antonio ha,question
it s just primarily the price that s f uh satisfying at this point,statement
leave the shells on them so they won t exactly roll up,request
f um the the flip side to this is are we getting what we re paying for,question
i ll operate onwards and start recording that,request
c and therefore i enjoyed following those particular players,statement
laugh ohio,general
attack by,request
bottom i put you on hold for one second,request
wh what happens if you were to fail,question
enj enjoying it laugh,general
maine too on gun control,general
c and fluorine uh you just set it in there,request
d anyway indorse on implant,request
make them do civil duty whatever,request
d well what movies do you like,question
c but then we came here and they had parking lots in the schools,statement
since you re personify you can talk for hours go ahead,request
c and you beat this cornstarch rightfield into the mil the milk d you know,request
fluorine oh is that proper,general
i m not sure i would want to take on those winters,statement
not regretful,general
don good talking with you,general
c but when they sell juice it s some strange quirk in the law you don t have to have a deposit on it,statement
noise someone is walk yeah,general
tell me what word you read,request
iodin promise you have a nice day,general
uh fling onwards,request
brian indium plano texas how are you doing today,general
it s not as exciting as it laughter,statement
stay out of the rain,general
f uh what what contacts do you have with the public school sy,question
c and so once you pick that spot out pick out what you wish to do,request
was squeamish speak to you,general
all the science classes and that i m just not really enjoying too much,statement
c or even even the f um the little f um lipsmack toy guns look real,statement
fluorine oh d well laughter,general
d well what you can do is take your car payment and put it inch the bank for three or four years,request
f um c and i m not f uh f uh a planner which i wish i was,statement
you weren t home,question
wh why do you use that,question
d well my son was just dying for a bird,statement
c but f uh f uh thank god for small favors the f uh f uh,request
f oh c but,general
cholecalciferol substantially cholecalciferol substantially it was good talking to you,general
let s see how about f uh man from uncle,question
noise what kind of fishing do you enjoy,question
why don t you go ahead and say what you feel,request
this is betty,general
e i mean i ll watch d you know maybe a little while when i first get home in the evening,statement
d why we haven t either,statement
f ohio f ohio laughter,general
the other one you need to go visualise is sleeping with the enemy,request
farad ohio o laughter,general
c or you just like it,question
have you ever been to f uh d like new mexico,question
i don t remember when the horse got killed,statement
d you know we had always said from the beginning that if it gets in the way of the friendship then i ll take them somewhere else,statement
c and f uh you commit that indium,request
c and i ll expect them to have an opinion on why i don t like him and don t listen,statement
f oh right noise,general
d well i ll get you go it s,general
isn t that neat,question
would you barbecue a turkey or a chicken,question
d personally i i came from the washington area,statement
c so c but d well it s been good talking to you,general
obtain it down a little longer,request
f oh is she still there,question
i can tell,general
breathing where are you in relation to sevren,question
i guess if that s all we ve done,statement
imagine the guiltiness that person would have,request
you want it to get dry but non f uh just substantial hard,request
d well tell me what s indium your garden this year since single don t have one,request
c and farad uh thank a lot,general
d all right i guess we might as well cease our conversation at this sharpen,request
calciferol well thank you identical much,general
f oh excuse me just a minute talks to someone inward the background,request
me likewise on gun control,general
c so are you on the t v then,question
d well you should of just rend the whole thing out,request
coulomb so you should proceeds my word,request
d well d you know rent s face it,request
c or do you keep children for other people,question
you likewise laughter,general
just get it forbidden calciferol you know,request
you have got to realise at least once,request
c so they were all real close,question
was that with that blonde,question
we re we re slowly getting everything back together again,general
was she the was she the best one,question
you think,general
is it less boring than the bicycle or not,question
i appreciate talking with you,general
since you re being you posterior talk for hours go ahead,request
you want to bring a commencement,request
you fuck make them a fine whatever,request
i would suggest seeing it at the theater,request
laughter sure,general
f uh tell me where that is f uh,request
buy a fresh filet of fish a nice one at the fish mar the fish counter,request
constitute one laughter,request
you have got to exit tobogganing and going with them,request
beep hi,general
i m going to let you kind of lead the pack,request
d well i know f uh that f uh one of the ladies i know they are very involved with their little girl,statement
c but how do you think they would feel i should say about moving from where they have lived most of their life into a whole new new home situation,question
they have two girls,statement
c and you can get them really cheap,statement
f uh do you f uh have anyone that you re seriously needing to f uh feed information to,question
i m sandy,general
c and our other two boys they went to clarion also and f uh did very well there,statement
doug you want to start laughter,request
c but d well michelle it s great talking to,general
wh why do you think that it s less close than it used to be,question
it seemed like there sometimes there s not a good,statement
what else about housing except it s f uh d well,question
c because you don t have to worry about unpacking or anything like that d you know,statement
i i i grew up on a farm f uh in iowa,statement
it s what many people have done already who were just less famous,statement
have s talk virtually college basketball,request
do you have any children,question
if you were if you were closer i d i d i d tell you you could come over and supervise laughter,request
fine carol,general
put it on your shoe now,request
d well the rest of me is in pretty good shape,statement
c so you should retrieve about doing something like that,request
swoon f oh yeah,general
fluorine oh can you can you hold on for just a narrow,request
c and we ll end up one man was telling me about his grandfather in lithuania,general
well i guess they re intermediate,statement
what s going to happen,question
i i sometimes think that that should be limited more,statement
c and then you f uh mix flour and axerophthol cup of water maybe f uh one tablespoon of flour and axerophthol cup of water,request
farad ohio uh huh,general
c so if the kid does change they don t have to transfer,statement
e ane mean look at d you know the leader they possess,request
coke and fluorine uh we ll,general
do you do f uh any anaerobic type weight lifting or weight training type exercise,question
we d you know they told us we just had to have one,statement
c but when you when you work out do you pretty much do it on your own schedule,question
i m home now,general
are you are you in dallas,question
c and i finally was,statement
well where are you from,question
do they have children,question
d well what other movies have you seen then lately,question
c and then you get some real sharp cheddar cheese,request
suspire laughter okay,general
if you were if you were closer i d i d i d distinguish you you could come over and supervise laughter,request
what what major city is nearby,question
f uh what what station do you listen to,question
how you doing kevin,general
f oh you know what s pretty cute d actually f um,question
the personal sheriff doesn t like doesn t get to have a gun,statement
d easily i d say tackle one project first and see how it goes,request
c and f uh that s one thing we can enjoy is good delicious food,general
the man told me i needed a master cylinder,statement
just don t mind me if i leap back and forth,request
c so what do you think about that,question
c so do you like football,question
c but the second one laughter,statement
i think that will probably do it,general
recount me how yours works,request
f uh do you know where f uh custer is,question
c and they ll match it,statement
i ve had interesting conversations on several subjects not f uh not just this but different the different,general
f oh d well what do you do with your seventh grader,question
you know those little booklets that come along with it,statement
are you into the cowboys,question
d well that s where f uh the role of juries is is restricted,statement
f oh cholecalciferol well cholecalciferol well encourage her to try other things,request
d well it s been good talking with you,general
very faint right,general
commit in garlic and onion powder,request
that encounter,general
think about f uh taxis,request
i hope so laughter,general
laugh thank you,general
are you f uh from dallas too beth,question
blast away,request
i ve been to been to salvador,statement
if i were you i would fetch the cracking hits album,request
f oh laughter yeah,general
c but look at their war,request
ace ve had interesting conversations on several subjects not f uh not just this but different the different,general
f oh laughter,general
they re not going to recruit me anymore,statement
jimmy d so how do you get most of your news,question
c and should we go ahead and and keep exploring,question
howdy f um,general
why don t you start,request
right faint,general
f um right,general
d so how do you just figure,question
just a moment claxon,request
d well if it s a second offense the punishment should certainly be more severe than a first offense because obviously the rehabilitation process did not work the first time,statement
you look at the merge states,request
jerry what did you think of people like f uh jane fonda another war an anti war activist,question
isn t it amazing that somebody can write that many books laughter about science fiction,question
blow and then throw them in with the rest of your salad sometimes,request
i hope you enjoy,general
it s always there s something going on all the time f uh,statement
do you like any bluegrass,question
c but that was back,statement
how about items like f um the one minute manager which used to be a big,question
when the phone rings and you ve got a recording and this always happens d like around five or six o clock,statement
just let him enjoy himself laughter,request
what happened to reagan s safety net anyway,question
f uh f uh,general
f um okay,general
it s axerophthol pleasance talking with you,general
molarity c iodine,general
is that part of our problem,question
you power try farad uh,request
d well maybe maybe your husband could tape it for you sometime,request
d well i don t know if they have higher turnouts,statement
breathing okay,general
scarcely go to the bike shock bi bike browse and pick it up,request
are are we paying too much in taxes,question
d now do you ever send any of your stuff to the boutique,question
the trials are held by a panel of three f uh three or four judges who are d well,statement
she didn t want to live with either my sister or me,statement
you are talking about p o w s,question
c but f uh technically i m not actually in the industry,statement
thank you,general
d well you shouldn tetraiodothyronine do that,request
es i mean you count you count at the number of marriages that are occurring right ou es i mean even in high school,request
laughter who wins,question
then we d need it on that,statement
d well f uh do you believe only fifty percent of the people actually vote,question
d so do you do a lot of cooking in your family,question
yeah f uh,general
d well you take it easy gail,general
okay d well d see,general
i m in a book club,statement
farad uh laugh yeah,general
good bye sharon,general
c and i f uh lipsmack i i think it gives you a better perspective,statement
you have a good evening all right,general
c and you get sulfur oxides and nitrogen oxides,statement
the f uh the oldest is nine,statement
d well it was really nice talking to you,general
c and c or do you believe that you ought to be able to sell your system f uh,question
c but f uh what kinds of things do you and your family do,question
i highly recommend it,statement
c so i don t think we made too many mistakes,statement
d well f uh yeah,general
you re just,statement
is it farmland,question
very faint huh,general
f ohio wow,general
now tell me what you expect from the mavericks this year,request
c and f uh it s good to hear from you,general
c or c or,question
fluorine um there s a place to look into fluorine um fluorine um,request
d well she likes it,statement
in fact f uh we even we were at the farmers market yesterday and bought a few tomato plants and things like that,statement
didn t they have an outside consultant too,question
c and i do like sewing sometimes,statement
calciferol so tell me virtually where you live,request
you have got to take deliberate,request
i i think that s about all i can,general
laughter f oh f uh how s the disposition of your siamese cat,question
hi f um,general
it so fo much fun to talk to you,general
lipsmacking what what do you call alzheimer mispronounced disease and stuff like that,question
i d probably put a bunch of fresh vegetables in,statement
laughter f oh,general
c and you re just stranded out there trying to pick up what little gusts you can to work your way back in,statement
laugh farad um yes,general
c or i get bored pretty easily,statement
got to wait adenine dyad years,request
you need to judge pica,request
c or have you studied,question
viosterol sure you re welcome,general
c and i just lucked out and walked into this one,statement
f uh are you old enough to know about the war,question
of the stones,question
equitable a second,request
hundred so let s make it a good one,request
d well d you know what they say about the weather here in texas,question
how long have you had him,question
i know we ve got a good connection,general
f oh backless,general
c and have a good evening,general
c and i m finding in graduate school it s a lot harder because f uh i just don t have the time any more to sort of sit in a course that i m not getting graded for,statement
f um c and it doesn t all have to be d like white,statement
where do you find places to camp,question
d anyhow back on planting,request
sound back to that one to ten descale where one,request
c only it s just kind of like get on the telephone,request
what would you do,question
boy they have the seeing eye,statement
right breathing sing,general
f uh f oh,general
c but d you know that s what they did,statement
lipsmack yeah,general
c and did it get real cold at night,question
spell that matchless down,request
c and d you recognize d like hold along here,request
hold on matchless second,request
get the yellowed ones,request
c or they going be taught something,question
c and f uh anyways f uh you take f uh a couple of f uh cups of bisquick,request
is that where you are at,general
how do you blow yours up,question
they never learned to be responsible when,statement
d so what s the latest one you ve read,question
uh you know i never never had to worry about the bad guys being out there,statement
they had all these canals up through this one little retirement area,statement
it s d you know hasn t worked out that way yet,statement
what s your opinion,question
carbon and so once you pick that spot out pick out what you want to do,request
e i mean c but again it s a set amount every month,statement
i really like him,statement
f uh we have f uh bonzo bear poindexter and felix,statement
have you have you f uh done f um done a lot of tree surgeon work on your trees or not,question
c and you only cook it until the mixture begins to seethe,request
d well let entropy start with you laughter,request
don t go extinct there and start digging holes f uh,request
lipsmack d now i may keep the f uh one or both of the two cars i i currently have for them to drive,statement
they are probably going to miss the person,statement
d well throat clearing what do you think about nolan ryan being the first baseball player to earn a million dollars,question
d so f uh mike what are your opinions on f uh trial by jury,question
my grandfather is ninety two years old,statement
some of the cars that i got were like the toyota camry and the nissan maxima and some of the competitors,statement
what do you have now,question
unity ll narrate you,general
secern maine what you think,request
you look at another kind of society like the japanese,request
do you have a particular composer that you like or,question
c and i paid my entire way,statement
is that f uh is is it like f uh a preschool level then or through,question
i i ve always enjoyed it,statement
talk talk your husband into taking you there around night,request
she s very old fashioned,statement
f um if you were if you were going to f uh buy a new car would you buy another f uh another accord,question
fluorine uh faintly,general
hold along put along hold,request
then do they give you d like one ch one more chance or two more chances,question
it couldn t have been better,statement
what are are you settled in a place,question
hawaii clarice,general
c and f uh you ought to get it,request
d see that s the typical trait of the dallas cowboys,statement
c and c and f uh very windy,statement
c and it turned out beautifully,statement
not there but at my brothers i tried it,statement
c and he s charging us about a buck a square foot to design it,statement
we didn t tell her when,statement
let s hear about your hobbies,request
cars become very simple all,statement
let s see they had his birth they had something like his birth date the street address,statement
all right f uh,general
c and i hope you enjoy some more good movies late,general
let s see what else is on telecasting,request
d so tell maine about prc cry,request
i would just encourage you to do a little traveling though earlier you get married,request
f uh c and your very best teachers in my estimation should be first second or third grade so that the children develop good learning patterns,statement
you couldn t get a job to save yourself over there,general
c and the schools down here rate d you know bottom ten percent across the country,statement
d well i don t know the work the working conditions d you know if you could include that in benefits,statement
are you a native of there,general
you you if you ilk sports go right onwards with this one,request
c so what do you what kind of hobbies are you in,question
beep hello f uh,question
f huh d substantially you might neediness to get yourself f uh an animal that doesn t require much attention like a cat,request
d well sure own relish our talk,general
d so do you think that e i mean the the stereotypical bleeding heart juries,question
c and you have to make sure that you f um that you enforce pretty early because they do have a lot of places have very recollective waiting lists,request
very laugh,general
that s really hard for me because f uh d you know i really i have a son that s sixteen,statement
d well peachy,general
what f uh go ahead and tell me about your home laughter,request
has what s been your voting experience,question
d so what is your latest experience with painting,question
f uh do you have a pet randy,question
but now as far as what they can do about it i don t know,statement
oh faint,general
what design did you use,question
i m i m writing it down laughter,statement
you involve to put that on thither seriously,request
where do you think it s where do you think it s going to go in twenty years,question
f um toilet you f uh hang on again hon,request
d you know where you should try,request
d well you ought to come to northward carolina,request
sounds like you re an expert at it too,statement
noise you there,question
noise f uh hang on one second,request
c and they had that on last week,statement
it seemed like d well d you know last year was so strange having all those heavy heavy rains in april,statement
c and then flavor at the weather we have down here,request
c and when i got up there the car,general
pass or no fail what is it,question
c and we pay it off as as it goes,statement
d well you ought to come to north carolina,request
d well thanks for talking,general
i think mostly we would want to receive it,statement
do you remember,question
that s that s a tough that s a tough f uh field though,statement
c and f uh i usually put garlic powder in mine,statement
cholecalciferol well i guess that live it laughter,general
d well good luck to you,general
who do you work with at this time,question
c because i think my husband was not quite as f uh good at saving and so on before we got married,statement
i see bird squawk,general
laugh so you got to get him to,request
is it disco,question
c and you come home,statement
c but a lot of it s because everything society wants we are supposed to do,statement
c so do you find it difficult to find time,question
do you want to start out,request
i hope you have adenine nice daytime,general
do you want to tell me about summer vacations you ve taken,question
viosterol ohio really,general
of course we we we re having to weather through the savings and loans,statement
man those people didn t vote to become part of the soviet union,statement
c and c and is that d like near albany or syracuse,question
are you mormons,question
c and he drags me out every now and then,statement
d so f uh what do yo,question
tell me about your clubs up thither,request
f uh what what s your budget situation,question
do you grow those those ten fifteen y,question
okay bye,general
c and f uh we went fishing there last memorial day memorial day,statement
c and so they don t have a disk drive,statement
sanction goodbye,general
d well thanks a lot,general
how did you find out about it,question
i just wondering are you an,question
c but on the other hand i don t mind that it s only on d you know things that aren t like throat clearing groceries and that,statement
c so f uh hopefully f uh you have a good thanksgiving,general
c and i ve enjoyed talking to you,general
f ohio rattling,general
f uh i have f uh been know to keep trucks or cars for f oh ten or twelve years,statement
d well gee my husband is from richmond,general
in the summer or like in the easter time like around now,question
c and i really like that because that makes it real convenient because they re in almost every shopping center,statement
is that where b y u is,question
c and the got cross pollinated by the bees,statement
overnice talking to you tomcat,general
c and with just a curtain of course between us and and f uh,statement
c or do you go to groups,question
let southward example fluorine uh,request
f uh yea,general
what kind of fishing do you do,question
c but d hey what can you do,question
you shouldn t be talking about this right before while you re set dinner,request
c so don t worry about it,request
d now severalise maine your favorite team,request
yield maine the money,request
c and then once you pick that spot proscribed pick proscribed what you want to do,request
hold on one second,request
c and i probably got more nasty laughter than i should have,statement
laughter my community,general
c and if they are trying to hide something then i have to know that because we re t we re talking major liabilities,statement
pass pass tike,general
could you hang along one minute jim,request
put them in jail laugh,request
thank you much,general
c and i hope i ve,general
it randomness squeamish talking to you too,general
you think the rich are paying too much,question
hold it mute,general
ergocalciferol so we ve got to talk about medicine,request
already,general
d you know e i mean there s what s to evaluate about him d you know,question
you have get to drive thrifty,request
c and so when,request
c so you re doing that now,question
it was n,general
there were parts that were sad,statement
d advantageously hawaii,general
f uh it s kind of weird,statement
he s no spring chicken anymore,statement
fluorine uh go ahead,request
shoot them,request
if you want to rifle offset rifle ahead,request
see you next time,general
d well it s been interesting to talk to you,general
you hold got to see astatine least once,request
f oh thither you get okay,general
c and you ought to d wellspring as your daughters approach the college age f uh start finding out about the scholarship monies because there is a lot of money out there,request
is it a penal institution,question
they re already talking about it,statement
other times baby crying it s d you know wasting your time,statement
printer learn how to adapt,statement
you you watch many,question
it s really not too difficult with no children and just two people d you know,statement
rustling d well w do you think people should have a trial is they re caught dead to rights like,question
i guess i ll get back to my laundry laughter,request
c so let s cause it a good one,request
takes two weeks for that system to process f uh your request for f uh not as a gun permit but f uh but to buy ammunition,statement
uh huh noise water sound,general
fine rattling faint,general
c and i m four months pregnant with my second,statement
mightily stochasticity,general
d you know the very few of those burglaries actually occur in such a way that you knew the guy was coming,statement
c and c and yeah,general
it was really nice speaking to you,general
what what type of area is that,question
f uh have you ever heard of it,question
c but you go ahead now laughter,request
d anyway it s been nice talking to you,general
d so what s it been doing up there,question
do yo are you on a reg regular exercise program right now,question
c so that the people are really f uh,statement
d well do you think we ve,general
d well you have a prissy daylight,general
c but f um yeah,general
now if you use the dried kind,request
it was real unspoiled talking to you,general
publish that single down,request
e i mean it s just it s just where society is right now,statement
what was your favorite all time movie,question
c and it would be ideal like you you hope when you have children,statement
c and then you take ten percent of it,request
you re ampere jnr,general
they have them right at the campsites,question
have some books of whether it be pennsylvania or va,request
march we typically get a lot of rain,statement
hope you get to those places you have talked about,general
d so f uh what are your favorite t v shows,question
sure die ahead,request
course then could you know at at some point could you ever convince someone to turn around and grow something that was productive for humankind,question
laurie all right beep,general
i used to eat a lot of fish too,statement
laughter d well we ll be talking to you later,general
the benefits plan is different for operating for what we call operating staff which are considered to be f uh clerical personnel accountants things like that,statement
what brand is it,question
i still am really,statement
you commencement,request
tell me your name again,request
c and you put it on a truly low passion,request
d well what other we we what f uh what unique things you think f uh that you can do about it in in what in los alamos,question
coke or you can just get some d you know regular red peppers,request
c and besides my daughter wants me to put her to bed,general
could you hold on for merely adenine moment,request
now that it s sixty five it doesn t take hardly anytime to get there d you know run to the mall or run to sam s or,statement
f uh look at them,request
d boy that s those are a long way,statement
yeah f um,general
you re in you re living in the castle park area,question
fluorine ohio ohio,general
uh huh bark,general
when you go over there does it bother you in terms of how things are arranged either at the dallas location or the spring creek in terms of there s so much it s so much of a weight orientation weight lifting et cetera,question
c but f uh in the first scene the warlock chopped off a guy s finger because he wanted the ring and then,statement
f uh what kind of things do you do,question
the question becomes what do you do about somebody who tests mispronounced who tests positive,question
talk to you later maybe,general
d well tell me near your vanguard,request
laughter f uh,general
d well we really want to have a family,statement
what what part of the country are you from,question
you can go rearwards to work now,request
it s been real nice talking with you,general
troy aikman,statement
c and i m not sure that s good either,general
very good laughter,general
d well you await at places like turkey,request
d well i m in pennsylvania,statement
just a second talking to child in background,request
happy internal recompense,general
i would barely encourage you to do a little traveling though ahead you get married,request
i m going to have to go,general
have you d like worked on political action committees or something like that,question
what s your been your experience,question
did they just have d like over a weekend,question
laughter really child,general
d good don t let it collect dust,request
i don t know what laughter,statement
uh huh very faint,general
i cost in falls church virginia,general
d now do you do it just for yourself,question
d comfortably i can t think of anything else really nigh the polls or voting to talk nigh,general
do you like you try try to get my stomach muscles toned up,question
that sec you need to do that i ll i ll i ll give you a hint,request
c but where we were it certainly was,statement
wear t answer your headphone hello,request
cast them to work,request
c but anyway d well i guess i won t take up more of your ti,general
c and i forget to make axerophthol call laughter usually,general
c but it was kind of weird d you know,statement
d so you graduated from which high school,question
e i mean it s just almost surreal in some places,statement
clicking uh huh,general
do they do their correspondence on it,question
c but then what about people that f um,question
you start letting that happen and they go down,statement
what do you think has caused our horrible situation,question
children tv disturbance kitchen hi f uh,general
permit s good hope we don t get to that point laughter,request
laughter do you f uh do you think that those are bigger contributors than things like ai acid rain and some of the pollutants that come from f uh industrial areas factories and so on,question
c and i live in te texas too,general
c and you are not that much further north,statement
take your glass f um d you know pickle jars or or whatever f uh liquid jars d you know,request
pawl electrostatic yeah,general
door uh huh,general
beep okay f uh,general
what s there to see in austin,question
c but it it had a lot to do with it just the the whole attitude,statement
c and he had he had the f uh he had already carried a ladder outside,statement
do you enjoy that one,question
f ooh blue is hard d you know,statement
d well unfortunately for us at least here in the united states we the only access we have to that of course is public television,statement
c but laugh d well state me,request
what are your feelings about american versus european cars,question
what does he charge me,question
static f oh really,general
c and we were talking about something tot income tax or something,general
every day,question
did you see that where he the guy asked him for proof of who he was,question
c but like you said i d really have a lot of second thoughts before i put any of my own family members there,statement
then you have to make a salad,statement
what what are you doing,question
have amp nice memorial weekend,general
i m going to,general
i m making t shirts and sweat shirts,statement
did you just move down here,question
c but the landfill have to do something special d you know for those,statement
we like the real mexican food,statement
what s the criterion for choosing to go there,question
you go forward,request
coke and then you countenance it simmer,request
wait wait wait h leash,request
d fountainhead guess what,request
d fountainhead have a unspoilt night,general
children yelling uh huh,general
got to hold a brace years,request
do you take her e or do you go to a lot of comedy movies,question
doesn t quite feel as good,statement
d well let sec hope non,request
c and f uh f um how long do you plan to be going for,question
c but i think we ve we ve talked long enough,general
c and you ought to d well as your daughters approach the college age f uh start finding prohibited about the scholarship monies because there is a raft of money prohibited there,request
what is your name by the way,question
and uh and i i think that s probably the way you ve got to do it,statement
just rinsing them out a little spot,request
you want it to get juiceless but not f uh just really hard,request
we that s was our cat s name that that that died,statement
yes fluorine um,general
why why did you check music,question
what would you serve f uh if you were having a dinner party,question
was he murdered,question
e i mean i hate it laughter,statement
c and they had screwed up her appointment,statement
f oh you ve got to see that one,request
look astatine this slick guy,request
c because i don t i have not seen him playing anywhere lately,statement
do you want to start,question
however i didn t like it very well when the transmission went out on my car with sixty three thousand miles on it,statement
let you offset laughter,request
c but if he s a space cadet and doesn t watch the children and be aware of what the safety hazards are,statement
laurie wholly right beep,general
c and we saved the ones from the war and one from the earthquake,statement
you actually got paid too while in the peace corps,statement
d so how serious is the,question
you talking about f uh f uh a fully manned space station that we ll keep up there,question
f oh i have a six year old,statement
it s been pretty good some,statement
c so does it change,question
adieu adieu talking background voice said what sulfur that about,general
is it is it is it flooding anywhere,question
bye bye beep,general
do you see anything wrong with public school systems,question
do you have any any views on f uh israel s relation to the u s,question
do you f um do you have any hobbies that that you do things with your hands,question
what does that mean for people that you work with and shake hands with and breathing,question
do you like to wear jeans most of the time,question
uh huh laughter,general
he just brings stuff alive d you know,statement
c and do you find that advantageous,question
f huh right,general
between we put in our own sprinkler system,statement
it s dainty talking to you too,general
c and she was able to to return to her apartment again,statement
um humming,general
do you exercise f uh during the day time,question
you want to get a start,request
well listen i ve enjoy talking,general
rustling yeah,general
good luck,general
have you painted anything recently,question
d well yea f uh,general
is is this pat i m talking to now,question
c but it it s interesting listening to them,statement
are you there,question
one is did it really happen the way the the prosecutor said it happened d you know,question
assume thyroxin,request
continue going,request
f uh and but but a little bit strange and esoteric,statement
laughter d well iodin ve enjoyed talking with you,general
c and then you you f uh swarm most of the all of the crude out of the pan,request
c but not many people in this part of the country know anything about,statement
have them conk,request
d well nice talking to you,general
f oh all right laughter,general
c and it kind of rolls in over the coast,statement
c or c and in our case we actually have one father who works part time a six,statement
really laughter,general
i haven t had a chance to,general
c but does it have f uh d like a disk drive,question
do they do it d like d you know within hours of the pause accident,question
was it not washable paint,question
mightily racket,general
c but so many of the people that commit crimes don t get punished,statement
c and f um c and when they buy a tape or something sometimes that s fun because it s different and something i ve not always heard,statement
oh noise sounds like a cat,general
have you read the silence of the lambs,question
is mowing the lawn a new exercise laughter,question
c so you will feature to do that once,request
i really love to listen to her,statement
f um did you have another a big tent like f uh f um like a looks like a sitting area type d you know like a two room type,question
e i mean how many years are we going to wait,question
c but i don t know if they really had significant effects in the places where they went,statement
c but i turn up right here in falls church right outside ergocalciferol c,general
and they re gone a lot,statement
is that all they re going to have to make money d you know,question
f oh the scary one,question
f um hello f um,general
let them go and pay their crime or their time doing something else,request
is that is that hard,question
c and everybody loves it,statement
we ll talk for quint mo,request
pack for instance f um a large construction company i used to work for ed swampers,request
f uh i don t know what y all are paying in dallas,question
d well when is the,question
c so how do you keep track of where you are in in your monthly spending,question
snow and realise if it f uh,request
c and then you f uh mix flour and a cup of water maybe f uh one tablespoon of flour and a cup of water,request
you need to chop em up real fine,request
i thou tina,general
just a second talking to kid in background,request
the did it happen at a cafeteria or something,question
is that suppose to be,question
c and iodin delight the conversation,general
your watch,request
unity think we cross it pretty good,general
