text,intent
"Yeah,  /",general
maybe they're willfully manufacturing something that they know is hurting people out there  /,statement
"[ [ it's, + it's  -- ] +",statement
"Yeah,  /",general
"C and  we camped in the snow, and in, F uh,  snow caves,  /",statement
C And  one of the things we try to do is we try to avoid doing that as much as possible.,statement
"C but,  F uh,  I think, D you know,  financially, I am, - /",statement
C so  it was nice talking to you. /,general
"C And,  F um,  yeah,  /",general
"-- kind of dark,  /",statement
"[ they had, + they've ]  scaled everything down so much  /",statement
Is that it? /,question
"[ I, + I ] think our seven year old [ even + e-,  ] once in a while will sit down and watch it --",statement
Uh-huh. /,general
I look back now  /,statement
"There was too many people, too many <talking> other votes.  /",statement
Yeah. /,general
"F Oh,  okay. /",general
"-- C and,   F um,  what I had to do  is just coat this bare wood with a sealer,  /",statement
"those files are going to back up on somebody's desk, just  (( some of )) that typical bureaucratic work. /",statement
"C And, so  [ I, + I ] kind of got frightened,  /",statement
"[ I, +",statement
"[ [ We, + we,  ] + we ] have a terrible air pollution problem. /",statement
"F Oh,  you mean the special interest groups?  /",question
Yeah.  /,general
"C and  I would always try to look my best wearing sport coats and things like that,  /",statement
C But  he plays pretty regularly. /,statement
Yeah. /,general
Uh-huh. /,general
"so many, F uh,  women are heads of state  /",statement
Yeah. /,general
Uh-huh. /,general
"Uh-huh,  /",general
"C but,  F uh,  I like the idea.  /",statement
"I get to put out all the Christmas lights out there and all that,",statement
"Yeah,  /",general
"I think gluing alone, certainly if you wash it any amount of time, it --",statement
"If it's a company, you know that they're insured.  Unless the award is so  staggering that it goes all beyond their layers of insurance <breathing> which is another pet peeve of mine when they do award punitive damages, /",statement
C but  I used to. /,statement
"C and  he was definitely, - /",statement
"C and  [ we were, + F uh,  we just decided ] that we would do it  /",statement
"C and  I think they're [ el-, + eligible ] for a fine.  /",statement
Uh-huh. /,general
"[ When, + F um,  when ]  he was in first grade, he had trouble [ with, + with ] spelling, /",statement
"C and  I know the Independent Party's been trying for years to get [ [ a, + a, ] + a ] real force [ [ in, + in  the, ] + F uh,  in Congress, ]  /",statement
"By the way when you  say most people think it is,  /",statement
"Yeah,  /",general
Uh-huh. /,general
Uh-huh. /,general
"I like biographies of people's lives,",statement
Yeah.  /,general
Yeah. /,general
C and then  we get money for that. /,statement
"-- C and,  F uh,  I am, F uh,  <laughter> now the older generation and doing more of the cooking and watching my daughter --",statement
Right. /,general
"C But,  what is big today. /",question
"C but  I have the morals that keep me from, D you know,  - /",statement
"C But  [ I have a, + F um,  I have a ] lot of friends, D you know,  who are sort of adamant, D you know,  Israel,  /",statement
Uh-huh. /,general
"D Well,  in nineteen-three they started experimenting with chlorinating the water.   In nineteen-thirteen most of the major cities,  /",statement
"C And,  F uh,  I thought of those two things when [ I was, + I was ] holding for a long time. /",statement
"E I mean  [ I don't go out  + I don't go,",statement
C and  he played in the band when he was in college and in high school -- /,statement
<Laughter> That's kind of what we do.  /,statement
"Yeah,  /",general
"D Well  C and  [ the-, + they're ] actually a  necessity in life,  D you know.   /",statement
"My name's Mary Dell,  /",statement
"[   What do you, + [ what other,  + what dishes ] do you ] serve with it? /",question
"C and  everybody else would donate [ their, +  their ] time,  /",statement
"-- C but  people that I have known that  have done that, like from other countries, especially,",statement
"C but  I believe in taking an active part in politics,  /",statement
it would be hard to. /,statement
"D So,  [ [ I don't know, + [ I, + I ] don't know that that's, ] + I don't think that's ] a good thing at all,  /",statement
"F Uh,  I appreciate having the satellites.   /",statement
"C and  they used up two thousand of them [ in, + in ] the war,  /",statement
And we drove that down  /,statement
Bye. /,general
they let him out  /,statement
"[ [ [ I, + I, ] + I, ] + I ]  think that the biggest problem is, F uh,   [ with the, + F uh,  with the ] home environment being part of it.  /",statement
Oh. /,general
C so  we don't ever catch enough to eat.  /,statement
"-- [ they don't, +  they don't, ]  D you know,  get, F uh,  epileptics, that sort of thing from getting hit on their head -- /",statement
"[ I've had, + I've had ] exactly the same experience with the one that I've got.  /",statement
"D now,  [ I don't, + F uh,  I haven't ]  kept up with what was going on [ with, + F uh,  with ] the, -/",statement
"Not Reaganomics, thank you. /",statement
Yeah.  /,general
"C but  it is self improvement from the standpoint of probably relaxing, F uh.  /",statement
"D Well,  since I don't have a whole lot more to say on the topic. -/",general
"Yeah,  /",general
For profit  --,statement
Yeah. /,general
"C But  I always enjoyed watching them,  /",statement
"I find, too, that I have more energy when I exercise,  /",statement
Oh. /,general
How about yourself? /,question
Uh-huh. /,general
"D Well,  [ you, + you, ]",statement
Yeah.  /,general
"C And  all these politicians [ make, + make ] hay over, D you know  --",statement
"F Uh,  it all depends upon the way you  structure the environment.  /",statement
"for instance, the Jeffrey Dahlmer case.  E I mean,  I don't really think that this person is going to ever be a worthwhile part of society.  /",statement
"their math is just, - /",statement
"I have a little turkey left from a passover [ [ whi-, + whi-, ] + which ] was in April. /",statement
"when [ we had, + F um,  we had ] a cat when we first married, no,  (( took )) , - /",statement
"C And,  D you know,  we need to solve these international problems  /",statement
"F Oh,  okay,  /",general
Uh-huh.  /,general
"I think that if I were really serious about looking for another car, I would take into consideration the price naturally.  /",statement
"D Well,  have you done much camping around Texas? /",question
"[ [ The-, + they, ] + they ] can't read anything. /",statement
"C so  I guess I've done probably, F uh,  I'd say seven or eight of them. /",general
"I did, too, /",statement
Huh-uh.   /,general
"it's at her house,  /",statement
Bye. /,general
"F uh,  Dallas, it is, F uh,  ninety-two degrees here today,  /",general
C and  I grew up a Bear fan.  /,statement
<Laughter> I usually ride my bike.  /,statement
C and  I liked it a lot because it had a lot of music in it. /,statement
Uh-huh. /,general
E I mean  you would take you total salary -- /,statement
"D Well,  I wonder if they couldn't just provide, F uh,  interim health insurance for people who are between jobs like that.  /",statement
"with teaching, F um,  - /",statement
You too. /,general
Uh-huh. /,general
"C so,  when we're invited to people's house, he will not smoke in  their house. Which I think is good because there's a lot of people that are very, -/",statement
Uh-huh. /,general
"I know a little bit more from [ a, +  a ] co-worker.  /",statement
"[ If, + F uh,  if ] you have a front end accident at such a rate of speed,  [ the e-, + the engine ] will actually drop out of the car so that  [ it doesn't come through the, + [ so it doesn't go, + it doesn't go ] [ through the, +  D you know,   into the ] ] inside.  /",statement
"Uh-huh,  /",general
You understand what I am saying? /,question
Yeah. /,general
"[ they F um,  + ours ] would still back up to the dog or cat when he got mad and try to perfume them,  /",statement
D well  I am done talking.  /,statement
[ I don't have --,statement
Uh-huh. /,general
Yeah. /,general
"F Uh,  /",general
Uh-huh. /,general
C And  I have since then probably ripped out half of what he has done   because it has always been incorrectly planted  /,statement
"C and  she had eleven, D you know,  three year olds in a room  /",statement
"D Well,  I think one of the major changes is the whole attitude towards women in the work place and the role of women in doing jobs outside of the home.  /",statement
"I think it would [ put, + ] reduce the amount of carry on drug use where people advance from one drug to another. /",statement
It's far beyond me. /,statement
Huh.  /,general
"C So  they play together,",statement
Uh-huh. /,general
"C But,  it was really good.  /",statement
Do you smoke? /,question
"And, D you know,  the cost of it, the, three thousand dollars a month -- /",statement
Oh. /,general
Uh-huh.  /,general
"[ Why, + why ] did you check music? /",question
"C So  I'm kind of hoping, - /",statement
Not much at all <laughter>.  /,statement
I don't think it's going to change very much  /,statement
Absolutely. /,general
"I think we've got a neighborhood watch program here in Minneapolis,  /",statement
"Yeah,  /",general
"C and  they say, boy, six months out of the year it's bitter cold, [ and -- +",statement
do you like scary things? /,question
Uh-huh.   /,general
"[ Ri-, + ] I have some <laughter>. /",statement
"It's nice where he  works,  /",statement
Uh-huh. /,general
"C but  you pick your favorite section,  /",statement
"D Well,  Wayne, I, F uh,  feel very  strongly about parents doing things with their children, and making time available  even sometimes when time isn't available.  /",statement
"[ I, +   I ]  would have guessed eight even  /",statement
"That's the only one that I, D you know,  - /",statement
"F Uh,  I'm not so sure I'm in favor of that.   /",statement
"-- C and  it's an eighty-five,  /",statement
"[ C But,  really, +  C but  ] huge sharks --",statement
Uh-huh. /,general
Uh-huh. /,general
"D Well,  good talking with you. /",general
"C and,",statement
"Do you remember when you were in Washington, Sam the Argentine baker? /",question
"C and so  they have no one at home,  /",statement
"I'm from, F uh,",statement
"E I mean,  F oh,   if something happens to her. /",statement
"Uh-huh,  /",general
"D You know,  did we really protect them? /",question
C but  maybe something like a Nissan Sentra.,statement
"C so  I don't, /",statement
"C or  are you, -/",question
I always kind of think it would be neat to be able to watch them and be there for them all the time. /,statement
I really need to get on a regular type of program and use that thing on a consistent basis. /,statement
"[  I, + ] F uh,  recently was over a  friends house that's Indian  /",statement
Uh-huh. /,general
"Yeah,  /",general
C but  they had a gun control law which went a little bit too far. /,statement
"[ I'm, + I'm  ] sure you could find old players for them  /",statement
"there's no [ t-, + basements ] down here  /",statement
Yeah. /,general
I worked with Spanish people --,statement
"yeah, F uh,  /",general
because you'll save fifteen to seventeen years off the end of the loan. /,statement
"I don't need the suspense movies or  [ the, +",statement
"C But,  F uh,  I know your voice in your own head resonates a different way.  /",statement
I have not seen it. /,statement
It does  /,statement
the movie was nothing compared to the book. /,statement
Yeah.  /,general
Right. /,general
Yeah.  /,general
I just don't hear much about it anymore.  /,statement
"F Uh,  I live on the outskirts of Baltimore  /",statement
"F Oh,  yeah. /",general
This is how much I know about baseball. /,statement
"I'm, I'm currently living in Dallas  /",statement
"it  would be three years,  /",statement
they can be black holes to throw money into <laughter>. /,statement
Uh-huh. /,general
"-- and, uh, she remembers things,  /",statement
Yeah. /,general
Yeah. /,general
C but  that's always a little bit more expensive than what I could look at. /,statement
C or  are you serious? /,question
Anything else you wanted to add? /,question
"I'd like to learn how to do this cross stitch  C and  these, D you know,  knit these things  /",statement
Huh-uh. /,general
Right. /,general
C but  she has adjusted beautifully. /,statement
"Twenty thousand dollars a year, if they're lucky.  /",statement
We play R B I baseball on Nintendo  /,statement
"C and  it's the same type of thing,  F uh,   /",statement
"[ That was, + that was ] pretty good. /",statement
Uh-huh. /,general
They're in Richardson. /,statement
Uh-huh. /,general
"C and,   F um,  after it was all over, F uh,  [ the jud-, + they ]  [ sit down with the judge and  with the other two lawyers, + <<talks to someone in the background>>, A let me come over in just a second,  okay,    [ and + ] sit down with the judge and with the other two lawyers  ]  /",statement
he wanted to see that.  /,statement
"E I mean  my generation [ doesn't, + ] can't rest on [ the, + the ] glow of having achieved civil rights because we were born into an assumption that, D you know,  D yes  there's still some racism  /",statement
"[ It was, +",statement
"C because,  F uh,  you have deaths.  /",statement
"D well  there are a lot of things that aren't,  /",statement
"D you know,  it has everybody that you could ever <laughter> imagine,",statement
"C and  they will, F uh,  record the music at that time.  /",statement
Uh-huh. /,general
"I was writing [ a, +  a ] journal article.  /",statement
-- C and then  look at the weather we have down here.  /,request
"C And then  fifteen years after that, I got the first of a set of master's degrees  /",statement
"[ if, + if ] you wish to listen at eleven o'clock you can find out who raped who, murdered who, or stole what.",statement
It's pretty nice. /,statement
Yeah. /,general
C or  is it hour? /,question
Uh-huh. /,general
Just one? /,question
"C And   I would go in,  /",statement
"C and  what you do is take out the last letter you wrote that's on the bottom and put [ the, +  your ] new letter on the top,  /",statement
"C And  this is about nineteen sixty-four, A I believe,    or something like that,  /",statement
Huh. /,general
"Yeah,  /",general
Uh-huh. /,general
"C But,  F um,  I think that, my position [ wa-, + is ]  that, F uh,  you need to find one that you can really have confidence that they are taking care  [ [ of the, + of the, ] F uh,  of their ] clients -- /",statement
"[ I, + I ] don't know why but he's always a lot of fun in every movie he's in.  /",statement
"D like   D you  know, in school they didn't teach you about [ demo-, +  F uh,  the government, ]",statement
I haven't really started to put on a lot of weight  /,statement
"F Oh,   (( really )) . /",general
Uh-huh. /,general
"it was beautiful,  /",statement
"C But,  [ I, + I ]  grew up with cats  /",statement
"Not that they're risking their lives, of course, but risking a lot, F uh,   /",statement
Uh-huh. /,general
It's --,statement
Uh-huh.   /,general
"F Oh,  I don't either <laughter>. /",statement
"The friend of ours over here, he's got, F uh,  sixty-five, or sixty-six Mustang the six cylinder. /",statement
Yeah. /,general
"I've heard all about it, though. /",statement
Uh-huh. /,general
"C so  I sit and study,  /",statement
F Huh.   /,general
"[ [ I, +  F uh,  I, ] + I ] like the way it is. /",statement
"F Uh,  Clarion County. /",statement
Yeah. /,general
Uh-huh. /,general
"C but,  F uh,  it's not like they're going to disappear all of a sudden.   F Uh,  even if you do do a total ban on them.  /",statement
Yeah. /,general
"Hey, /",general
"<child_talking>  when I grew up, [ it just was not, + ] we did not have any causes. /",statement
C and  the other one is named Holly. /,statement
"C But,  F um,  that's the only thing I would ever have ever used it for the phone  /",statement
Uh-huh. /,general
"-- you don't want to go out and get beat to death,  /",statement
"C But  this one [ was, +  I thought was ] excellent.  /",statement
"[ It, + F um,  it's ] just everybody has their own taste,  /",statement
"C but,   F um,  <lipsmack> the problem is we are all really scattered,",statement
"C And  we went to this one,  /",statement
do you know? /,question
"F Uh,  he lives Lakeway.  /",statement
Uh-huh. /,general
"F Uh,  he's, F uh,  definitely [ one of the, +  one of the ] top of that era. /",statement
They're very demanding <laughter>. /,statement
"[ C And,  + C and  ] I guess when it comes [ to, + F um,  to ] magazines, I don't read,  /",statement
Yeah. /,general
"D well,  I know out in some, - /",statement
Uh-huh. /,general
Uh-huh. /,general
"D Well,  see another thing was I worked on second shift for like a year and a half,  /",statement
"Yeah,  /",general
"F oh,  Valerie Bertinelli. /",statement
Yeah. /,general
"the furthest away was Bowdoin, in Maine which is about twelve hours. /",statement
"C and,  F uh,   [ I, +   I'd  ] like to just start doing some, F uh,  carpentry, F uh,  type work around.  /",statement
Do you have any particular thoughts about the school system? /,question
"more,  D well,  [ it, + it's ] just like having taxes on, or exemptions for kids, D you know.   /",statement
I think that there should be a statute of limitations on appeals. /,statement
I've never done that one before.  /,statement
"I don't think Dallas is considered, F uh,  a real bad place for air pollution,  /",statement
Bet you showed them. /,statement
"I think they finally discovered that they don't want to be like [ men, + men ]  /",statement
it has. /,statement
Uh-huh. /,general
"E I mean,  every human being that lives is a contributor,",statement
"-- C and so  when I go to his office or to other clients' offices, then I'll dress up -- /",statement
"C And,  D you know,  in a sense [ she, + she ]  carried him around a lot, too much.  F Uh,  D you know  --",statement
"F Uh  <<faintly>>, /",general
Uh-huh.  /,general
"C and  then the following summer, we did not have all of the family there.  /",statement
"C And,  F uh  --",statement
I've  been back up for a reunion. /,statement
Uh-huh. /,general
"There is a woman that, F uh,  made, - /",statement
"C and  we have [ a, + a ] cat, which is, F uh,  I guess about five years old. /",statement
"C And,  F uh,   I read it and really liked it  /",statement
They are the first generation that basically grew up with day care. /,statement
"Yeah,  /",general
Uh-huh. /,general
Uh-huh. /,general
Uh-huh. /,general
"C but  here there's just no comparison  that, much more crime. -/",statement
"D Well,  I am basically a Church musician.  /",statement
"C and  I can remember [ very + ] [ etched, + etched ] clearly in my mind, F uh,  flying and coming up above the smog layer at about three thousand feet and looking back down [ and, + and ] really being unbelieving at,",statement
"C And  we had a really wonderful arrangement, F uh,   /",statement
Uh-huh. /,general
"C and  this has been a couple of years ago, /",statement
"E I mean,  we don't have the right to pay taxes in this country,  /",statement
"yeah,  /",general
"C but  I believe that the cure for polio is already founded,  /",statement
Uh-huh. /,general
"E I mean,  we had it for course credit, /",statement
"the series died right after that,",statement
[ that one nine -- +,statement
It's quick reading --,statement
"D Well,  [ I, + I ] tend to, F uh,  take two kinds of vacations, the vacations to visit family --",statement
"C and  [ you don't want them to have, + you don't want ] a judge to be appointed because you don't want someone's friend to be a judge. /",statement
where would you camp   ((   )) ?  /,question
Right.  /,general
Yeah. /,general
"C but  [ it, + it's ]  really bad here.  /",statement
I thought that was kind of interesting  too.  /,statement
"F Um,  [ they, + they ] also have a garden shop  /",statement
I don't think she checks things out very well <children> <barking>.,statement
oh. /,general
"Yeah,  /",general
Uh-huh. /,general
"Do you   ever, -/",question
"-- I believe that truck drivers and  people  that have, - /",statement
Uh-huh. /,general
"D well,  a cat will do the same trick <laughter>. /",statement
does he have a lot of land to go walking --,question
"F Um,  a couple of them were housewives who had never worked,  /",statement
"C And,  F um,",statement
"There's just so much mass there, I guess they just can't, - /",statement
"[ I, + I, ] myself, almost, F uh,   am in favor of it.  /",statement
I don't know.  /,statement
"[ C and  I, + C plus  I ] have it, F uh,  in the living room  /",statement
"C so  I guess it was kind of like a vacation the,",statement
Yeah <laughter>. /,general
"They did a program,  /",statement
I've done most of the coloring  /,statement
What is that? /,question
"F uh,  what do you ride, F uh,  D like,  a bunch of hills or  pretty flat? /",question
I don't  think most places are like that anymore. /,statement
"C so  you're going do I want [ a di-, + a ] green lawn or a muddy feet <laughter>,",question
C and  it got real cold for a little while  /,statement
[ C and  -- +,statement
Right. /,general
"the only thing, this DANCE WITH WOLVES, I want to see it in a theater. /",statement
it has a magic with numbers.  /,statement
just community activity.  /,statement
"Yes they like your Lewis much to the chagrin [ of sophisticated Am-, +    ((   ))  of sophisticated American ] everywhere. /",statement
"C but  when I was, F uh,  in high school,  it was the beginning of Vietnam and so  forth.  /",statement
"C but  [ I, +  I ] haven't.  /",statement
"E I mean,",statement
"C and,  D you know,  working out six hours a day, usually six or seven days a week that kind of,",statement
C and  I would love to see what it looks like <laughter>. /,statement
"C And,  F uh,  it seems to me that if you could just have a simple majority or something you could pretty much [ brow-, + D you know,  <breathing> browbeat ] the jury,",statement
"C but  [ that, + that's ]  the way it is <laughter>. /",statement
"C And,   F uh   --",statement
they just want to see how close  the electoral votes <laughter> are with the public votes. /,statement
leave me in the air conditioning. /,request
The only trouble we've had here in Massachusetts is the town and  state employees --,statement
"[ [ I, +",statement
"He list-, like I say, - /",statement
"F Uh,  they have a massage parlor.  /",statement
"Also, I think, F uh,  a good argument for that is in the area of politics, D you know,   /",statement
I think it's from the time he jumped off the balcony <laughter>. /,statement
"C and,  D you know,  their demographic studies that they do that show, D you know,  that everybody's I Q has dropped dramatically <laughter> or something. /",statement
"C And,   F uh,  during that whole month  and,",statement
Yeah. /,general
"I went to Lebanon in eighty-three, before the marines ever got there, with the U N Peace Keeping Force.  [ And + ] with the training I received prior to going there, with captured weapons we kept running up against.  /",statement
"C but  [  I'm, +  I'm ] getting, not only our local area network,  /",statement
"C And  the ones that would open, F uh,  wouldn't want to stay open </rustling>.  /",statement
"Our lives [ are, +   are ] built around foods that we like   and, [ an-, + ] nutritionally good for us. /",statement
Yeah. /,general
Oh. /,general
"D Well,  D actually,  it's been warm,  /",statement
They need health care  /,statement
Uh-huh. /,general
"[ It was, + D you know,  it was ] done fairly well, I think.  /",statement
uh-huh. /,general
"It's through Baxter Labs,  /",statement
"[  It was, + it was ] a lot of fun. /",statement
I think that's probably a good thing. /,statement
C So  I stayed home with them  /,statement
C and  I think it could get worse. /,statement
C But  I maybe would buy a B M W.,statement
It's in regards to discussing homes. /,statement
"Yeah,  /",general
"C And  that didn't work,  /",statement
"They're making straight A's,  /",statement
"[ C and  you, + C and  you ] don't always even know if [ it's, + it's ] going to be the right place or not. /",statement
"[ Have  you had any in the la-, + ha-, ] - /",question
I'd be afraid to walk around if I was that dog  <laughter>. /,statement
it's terrible.  /,statement
Yes. /,general
Uh-huh. /,general
"even if it doesn't work, at least he is somebody [ who, + who ] is working on that problem.   /",statement
"C and  [ heard +  [ this, +  these, ] F uh,  D well,  we heard ] this fiddler  /",statement
"C But  I have got a four month old baby,  /",statement
"C But,   it turned out so much better like that.",statement
Right. /,general
"<Throat_clearing> Actually, I think other countries may  have it worse, F uh,   /",statement
"C and  [ it, +  D you know,  it ] made school fun for them again because prior to  that school was just a big pain, a drain. /",statement
C and  she was excited about it  /,statement
"[ I don't think, + I don't think ] they have the right to do that. /",statement
Yeah.  /,general
you're amazed at how much that adds up. /,statement
F Huh.  /,general
Uh-huh. /,general
"Yeah,  /",general
Williams is an undergraduate school only -- /,statement
I rented that one night by myself.  /,statement
-- C and  I was pretty disappointed in it. /,statement
C and   that was great.  /,statement
"[ [ He, + he'd, ] + we'd ] gotten a couple of books  /",statement
C so  I guess they trade one for the other. /,statement
C And  you're more receptive. /,statement
"as far as improving myself, F uh,  I haven't read any lately.  /",statement
I think a lot of men were threatened by that.  /,statement
C and  they don't look a thing a like.    /,statement
"Yeah,  /",general
"F Uh,  <noise>  mother is my best friend </noise>,",statement
"D Well  [ the, + the ] ground  here is so flat,  /",statement
"C but  that's so much fun to watch because [ they're, + they're  ] pure amateurs, D you know,  and there's no money involved. /",statement
"C and,  F uh,  we really like it here. /",statement
"C and  the next night  they'll stay at the motel, D you know,  or  something like that. /",statement
Uh-huh. /,general
Last time I tried running with my daughter cause she is supposed to be jogging in P E  /,statement
That's what I do too  <laughter>.  /,statement
"They moved out here,  /",statement
"-- [ would, +  it would ]  not have been a good idea to had them then. /",statement
"We both had green,  /",statement
"F Oh,  sure,  /",general
"Yeah,  /",general
Right. /,general
"I don't see how you eat that,   /",statement
"[ C So,  + C but  ] I've been at it for, D you know,  five years,  /",statement
"It's pretty good,  /",statement
"C And  the people who were proposing it said that it should be involuntary, that it should be like a draft. /",statement
C But  maybe twenty years  from now they'll look at it as classic rock and roll which I really like  /,statement
"[ your, + your  ] body accepts --",statement
Huh-uh. /,general
"F Oh,  okay.  /",general
C But  it seems like it is. /,statement
"C And  if they can test the teachers, that gives them the full right to test the kids. /",statement
"[[ It's, + F uh,",statement
C and  it's just a paper bag -- /,statement
"[ C but,  + C but  ] it would last about a couple of weeks  /",statement
Yeah. /,general
"E I mean,  [ I, + if I'm  ] on a highway and I can get twenty, twenty-one miles per gallon, I consider that [ luck-, + I'm lucky.  ]  /",statement
C So  when they send you a draft notice and [ then + ] they give you a  physical - /,statement
"did you see the advertisements, F uh,  where they talked about nuclear war,  what that would have been like in changing the atmosphere,  /",question
"C And  E I mean,  they're the first ones that take the brunt of everything. /",statement
"-- F uh,  I always think it's humorous [ when, + when ] the President gives the State of the Union [ and, + ] F uh,  for thirty minutes  /",statement
uh-huh.  /,general
"I kind of like it when they do that, because the video, like I said, - /",statement
No. /,general
Uh-huh. /,general
Uh-huh. /,general
"F huh.  Do you think they should be punished at all, or, F uh,  <throat_clearing> D like  go to prison, F uh,   /",question
Uh-huh. /,general
"[ Nice, +  nice ] to get a refund. /",statement
"My sister and I were wondering about this recently  because [ a, + an ] old friend of ours in California,",statement
"F Oh,  really. /",general
"-- [ you, +  you -- ]",statement
Uh-huh.  /,general
"-- C so,  E I mean,  to me, it did, F uh,  raise my taxes. /",statement
"E I mean  the peach tree [ is, + is  ] a start  /",statement
"C and  it's, F uh,  really cool <laughter>. /",statement
I never thought of that.  /,statement
"C and, then,  [ I, +  I ] think, F uh,  hadn't thought about this before  /",statement
Oh. /,general
"E I mean,  I was watching a thing last night, up in Washington State.  /",statement
"I learned early from,",statement
"what we  want to do is begin doubling up our car payment,  F um,   /",statement
"[ that's, + D you know,  that's ] the problem.  /",statement
C but  I'd have to have a <laughter> tour guide with me to --,statement
"F Oh,  okay.  /",general
"-- I went with, F uh,  our daughter --",statement
Uh-huh. /,general
"C and  the cities are very populated with tenement housing,",statement
"C And  [ I do, + F uh,  E I mean,   they said ] during the way, Reagan-Bush years, the rich got richer,  /",statement
Yeah. /,general
"they tend to try to be, D you know,  real lax  /",statement
"that sort of thing, /",statement
yeah. /,general
and I played it for maybe three months <laughter>. /,statement
Good-bye.  /,general
Yeah. /,general
It's wonderful. /,statement
C so  we both have our expertise side. /,statement
It was not too long ago. /,statement
Try to do it early in the mornings.   /,request
C and  they're D like   one of the best teams in spring training so far. /,statement
Yeah.  /,general
"F Uh,  D well  [ I have a, + I have a ] nineteen [ eighty, + F uh,  eighty-five ] C R X. /",statement
"Innocent people could do that,  /",statement
"D you know  keeping busy with everything else going on, - /",statement
"F Oh,  really. /",general
C and  we got that thing in the water and had a real good time with it.  /,statement
Uh-huh. /,general
Uh-huh.  /,general
C And  my husband has changed.  /,statement
Uh-huh. /,general
"[ I don-, +  I ] guess, E I mean   [ that may sound, + that  sounds cold, ]  /",statement
"C or  [ is this, + is there ] a series on. /",question
C and  I get really a lot of compliments on them.  /,statement
"C and  he wanted to marry her,  /",statement
C Or  it becomes snack time for various reasons.  /,statement
We lived in New Hampshire at the time. /,statement
"We had [ s-, + a few ] showers,  but,  F uh,  nothing that really got in the way with anything and just very brief ones  /",statement
Uh-huh. /,statement
C and  those are really hot --,statement
Isn't it Mexican? /,question
Uh-huh  /,general
"C and,  [ I, + we ] used to watch mystery quite a bit --",statement
"there's just, -/",statement
"F Oh,  sure. /",general
"C but  I don't know whether, [ [ it, + it, ] + research ] will go on. /",statement
Did you get a catalog or something from these people? /,question
"D you  know,  C because  the farmers would buy the straw if it's a, D you know,  similar price. /",statement
Yeah. /,general
"C But  ours is more like month to month too, F uh,   /",statement
"C But,  since there is much that needs to be done here. -/",statement
it was a four day --  /,statement
"F Um,  it's really weird,  /",statement
--  they could just go off the deep end  --,statement
"We drove down to Port Aransas,",statement
C and  it really ended up getting us in some real serious trouble. /,statement
"as a matter of fact this past weekend, since we had a long weekend, I, F uh,  took on a painting project in my bathroom  /",statement
"F Um,  <<pause>> <lipsmack> did you have your children, did you say [ in home, + [ in, + in, ] private ] care,  /",question
"I'm keeping [ V eight, + V eight ] Chevy engines,",statement
Uh-huh. /,general
"C but,  F uh,  [ what kind, + what kind, ] - /",question
"Uh-huh,  /",general
"F Uh,  the only thing I don't like  about it, especially with teenagers, is [ that +  all the ] violence, the sex,  the nudity and the curse words --",statement
Rome.  /,statement
C and  we might as well use them. /,statement
Uh-huh. /,general
Yeah. /,general
"Yeah,  /",general
"they live kind of in [ a, + the ] planes go right over from D F W,  /",statement
"C and  they let her bring [ her, + her ] little daughter in for free. /",statement
"D Well  do you do anything el-, - /",question
Uh-huh. /,general
Michael Jordan really helped them out.  /,statement
It really is. /,statement
"we did quite a bit of hiking,  /",statement
I think in some cases it doesn't matter if it's a deterrent or not. /,statement
Uh-huh. /,general
We enjoy doing it. /,statement
Uh-huh. /,general
"I like things that, D you know,  two people can do,  /",statement
"C and  [ they're + D like,   they're ] afraid that, D you know,  within a certain amount of years, [ that it's, + ] [ their wa-, + they're water ] in that town will be totally polluted, /",statement
"D well,  E I mean   L A, Orange County area.  /",statement
Yeah.  /,general
"I think it [ adds a, + probably adds a ] little bit of depth to his character.  /",statement
"Of course, you have to get there early if you  want to get anything,",statement
"C And,  F uh,  course, [ I guess, + I guess  ] I've been purged from their records.  /",statement
Uh-huh. /,general
Uh-huh. /,general
"D Well,  they, again the, - /",statement
"On Sunday we just met, uh, a family, - /",statement
"D Well,  E I mean,  I think, - /",statement
"D Well,  I watch, F um,  - /",statement
"C so  [ they're, + they're ] good dogs for people [ with, + with ] --",statement
when I was a kid we used to collect newspapers and bring them to a recycle thing.  /,statement
"<inhaling> F Uh,  there's psychological pressure against employing people to do that kind of thing although, F uh,  scouts and hockey teams and ball teams, those kinds, F uh,  regularly do bottle drives where they go around in various neighborhoods and collect the bottles at individual homes. /",statement
C And  I think there is a point where you just have to get away. /,statement
"C but  we did that [ for e-, + ] from the time the children were young enough to realize what it was until, F uh,  our older son went away to college. /",statement
C but  they say that we have wonderful schools. /,statement
home study.     Is that what you  said?  /,question
"C And  it's real easy to do,  /",statement
"D Well,  they're trying. /",statement
Right.  /,general
Yes.  /,general
C and then  D like   they had about three feet of linoleum around the perimeter in the back where I usually stand --,statement
"Yeah,  /",general
"F Uh,  this  little city is only about eight thousand people. /",statement
That's probably a  large factor.  /,statement
"C and,  F uh,  they are real easy to cook  /",statement
Oh.  /,general
"C and,  F uh,  there's no hills,  /",statement
"C And  the buttons turned on it [ ove-, + over ] the winter.  /",statement
that's computer stuff.  /,statement
Uh-huh. /,general
"F Oh,  was that good.  /",statement
"C but,  F uh,  I didn't ask him either. /",statement
C and then   they try to camouflage the top. /,statement
"are there kids that are there too, <baby_crying> or mostly adults? /",question
Uh-huh. /,general
"C And  we went in,  /",statement
"C and  they get away with it,  /",statement
