text,label
c and then the women change around them,statement
fluorine oh ergocalciferol laughter,general
if it was in repeats,statement
ace ve enjoyed talking to you,general
laugh d well i ve enjoyed blab with you,general
i glance at it,statement
okay f oh,general
you know what am i trying to say,question
i cost sure i will,general
have you have you ever done anything at all,question
d well it was nice to meet you,general
at first d you know they seemed to be upset,statement
d well both times,question
d well i i certainly hope so,statement
fluorine oh travel ahead,request
what do you do with your credit cards,question
c and i found that i really didn t have time at home since i work to read them,statement
you ve got to go meet that,request
d so f uh do you want to start first,request
you you bid that numerate,request
laughter thanks,general
c and there precisely was there was so little such little going on in raleigh d you know,general
it s good speak to you,general
how do you feel about,question
do you remember,question
sure get ahead,request
what what for instance what are you,question
c but f uh f uh thank god for small favors the f uh f uh,request
they can t agree on anything,statement
what kind of,question
in fact my mom s out there in texas right now in dallas spending a month with her cousins on their ranch,statement
c and then you serve it with meld butter,request
is that is that true for for atlanta,question
where are you from,question
one of the f uh commentators said that they expected that the bulls would f uh if they continued at their current pace f uh set an n b a record for seventy wins in a season,statement
c but he goes out people,statement
d well what f uh what things do you consider when you buy a car,question
c but f uh c so this f uh french i guess are into the slapsti,statement
c but i just haven t fit it into my schedule yet,statement
d well how do you feel about capital punishment,question
do you have a lot of land,question
start prosecute they,request
farad uh watch out,request
laughter d so f uh were were the f uh sentences that the judge handed out what you thought to be fair,question
is there anything else that you would like to,general
what about when when would people do it when they finished high school,question
d well f uh guess it s logical to ask do you exercise any,question
c and how are they supposed to d you know teach their kids that are coming up d you know what s going on,question
c and commit them all in a place,request
go to wreak for u thyroxin,request
c and f uh they have jobs out on d you know bulletin boards so people know what is open for an apprentices in different fields,statement
i think when they open the show up they give you two different views of dallas,statement
c but it made it so much easier to travel,statement
viosterol no you tell me how you feel almost,request
c or c or peradventure just exercise at home,request
c and usually it ll do pretty well,statement
f uh i guess that s the whole u s concept,statement
d now d like who s got that extra two and a quarter laughter,question
c but that s not really providing you news,statement
f huh d well you might want to get yourself f uh an animal that doesn t want practically attention like a cat,request
uh huh sing,general
d well listen they ve f uh they ve make this one,request
c but iodine grew up right here in drop church right outside d c,general
yea bag,general
you rear talk,request
i m trying to think of the name,general
f oh you ve got to see that one,request
d so fluorine uh practise you want to start first,request
d like i i know that d you know breakfast we would d you know we d have these big breakfasts cooked over this little coleman,statement
uh uh,general
c so fail ahead and say laugh,request
c but i ll probably go back to buying them because i don t care to lease them laughter,statement
you ought to rent the fluorine uh fluorine adam part one,request
c so it s like how can you,question
f um okay,general
d well do you do anything el,question
f uh i f uh have worked at texas instruments,statement
good housekeeping is the one that kind of sets around for when f uh when i m really have time and i really want to read something d you know,statement
f um c so have you had any adventures on your camping trips with encounters with wild animals or anything like that,question
c but i think f uh if i had to personally put one of my parents in a nursing home they would have to be pretty bad off to where i couldn t take care of them at all,statement
have you ever had any injuries from jogging,question
f uh the the attitude of the staff as you said is really,statement
it is not d like a farm that he has somebody else run for him or something like that,statement
are you working right now anywhere,question
c but it s hardly kind of like get on the telephony,request
f oh you knew of the child talking homes d then,question
is that on what chan what station,question
d well you haven t told me farad uh what sports that you are active in,request
f um i got him,statement
d so i guess it wouldn t be sand,statement
laughter truly tyke,general
c and so f uh i think i probably would consider that a hobby,statement
c but f uh they re starting to change that out in the last couple of years too,statement
do you have a rural house or what do you have,question
d well his favorite night is monday night,statement
i think one of the positive things e i mean one of the things that can come out of f uh is not just di discipline okay,statement
maintain expire,request
uh huh baby crying,general
instead of d like yarn,statement
f oh c and if you try to get it outside of your corporation you re going to pay an arm and a leg,statement
what are you hoping for a boy or a girl,question
f um i see,general
does your son work for t i,question
which f uh which university,question
clicking yeah,general
have you started exercising at home,question
c and i would never do that,statement
i m home now,general
c and see if it fluorine uh,request
lipsmack yes,general
laughter huh uh,general
throat clearing yeah,general
you cook the rice before you put it in,question
f uh it it s kind of when you think back of the old politics where a dirt farmer f uh,statement
c only go ahead,request
c and they re both boys,statement
it certainly does,statement
c and then when we eventually when we have kids,statement
e i tight i i would recommend you depend at that book,request
no banter,general
laughter baby crying whole properly,general
c and then you f uh mix flour and axerophthol cup of water mayhap f uh one tablespoon of flour and axerophthol cup of water,request
how did you what did you do,question
c and so they were never allowed in the house d you know,statement
it s been axerophthol pleasance talking with you,general
d advantageously tell me about your van,request
now l let me inquire you this,request
what would we like to say laughter,question
were you all transferred,question
write that ace down,request
at where,question
it was good talking to you too,general
what do you think of movies in general,question
i designed it from scratch and did it,statement
f ohio you ought to try approximately crawfish,request
where s some reference to this goddamn state of texas and the role that they played either leading up to or in the civil war,question
c so f uh if you were to buy a new car now a brand new car what would you look for,question
e i mean they were terrible,statement
is it programming related,question
uh huh breathing t v,general
c and i ll take my lukewarm milk and put it in the cornstarch and beat it good,statement
c so f uh viosterol you know let s let s stick with that original trust i guess,request
c and d see that s my only problem with f uh,statement
c so i think he s in a pretty awkward position now,statement
yeah breathing,general
does it have a big ten football team,question
c and i thou calling calling from plano tx,general
on your commodore,general
c and it was running three nights a week,statement
invite invite the boss over,request
that make don t make that kind of money,statement
okay laughter f uh,general
do you know offhand,question
it s a very low way of living,statement
do you know my grandparents live in durant,question
c but i ve enjoyed talking to you,general
you look at the united states,request
you mean that you put on a truck or what,question
assume t overcook it though,request
gallic yeah,general
who are you,question
is it a pac ten school d you know,question
oh sounds like typing noises in background,general
what are you all trying to do long term,question
throat clearing really,general
c and one woman had four children,statement
does your daughter know what she d like to do,question
c and also d you know you you feel more like d you know you re actually part of the community if you ve done something,statement
don thyroxin answer your phone hello,request
enjoyed talking to you,general
laughter d well do don thyroxin always get one for a pet,request
when you f uh exercise what do you do,question
put it to sleep d you cognise,request
f oh f uh laughter,general
c and i think it s by someone named chang,statement
doesn t this doesn t this encourage,question
just sun exposure,question
d well do you see that there s a big problem with electronic things,question
c and the other one was in for f uh life imprisonment,statement
c and we used to go just every weekend just to look at houses for no reason we weren t buying one every weekend but just to look at them,statement
f oh you will have to go on one,request
c and i hope you enjoy some more good movies late,general
c and i think we both listed an experience laugh,general
d well you ought to number to north carolina,request
d well have you ever thought about coming to louisiana d you know to visit,question
f oh can you can you hold on for just ampere minute,request
c simply look at their war,request
sniffing uh huh,general
i hope so laughter,general
c and then it doesn t,statement
you do run in,question
so did i,general
go rightfield forward,request
you sew the bodies and everything,question
just a moment beep,request
when did you live there,question
a answers the other line long pause hello sir clicking a comes back to speaker b,general
c and how many administrators is that going to take,question
i think the i r s is f uh just too powerful,statement
c and they keep themselves clean,statement
c and f uh that s not the idea,statement
what s what s what s your mother cooking for christmas talking,question
c but i don t know what do you think some of the long term repercussions might be,question
coulomb so lease s make it a good one,request
inhaling uh huh,general
f oh quality okay,general
what was d no wait about the liquor,question
lucille i m on on,statement
scarce go to the bike shock bi bike shop and foot it up,request
we decided this year,statement
have play represent tennis,general
sound fading you fluorine uh you take dollar,request
c but i ve never tried it,statement
what do you think about that subject,question
just rent him love himself laughter,request
d you know it it s taking time,general
i don t think y i don t think it s right to just put someone in it,statement
c and f uh i was ready to get rid of it laughter two months after i bought it,statement
breathing laughter okay,general
c but do you actually watch it,question
c and so you charter it out of the fat,request
noise voice like child s record hi,general
it would be an interesting it would be even more interesting you you to be some of these people who are at the other end of the spectrum,general
french yea,general
d you know let the world train them what to do laughter,request
c but i i guess this wasn t really an impulse e i mean,statement
do you have you used f um student loans and things like that that were guaranteed by the government,question
who do you normally pull for the the mavericks or,question
d well in the norman in a normal route of way we do things how about the ladies go first,request
f oh you have a pool there too,question
laughter wouldn t that be something,question
f uh m my daughter that has three stays home,statement
okay very faint,general
c and i think that th,statement
go ahead you first laughter,request
f oh is that what dallas is,question
c or is it just coincidence it was during this period,question
c but i m not sure how it s going to because you see young people today and wonder how in the world they ll ever afford to buy a home and,statement
sh let s say,request
d so tell me ab,request
f um bye,general
d well do you have f um f uh,question
d so laughter that s why i do that,statement
i guess it is time to close now so i can run go help put the kid to bed,request
c and it s pretty flat there,question
hardly a moment talking to child in background,request
and when i got there the first thing i did was trade it in on a spitfire,statement
c and i have to tell them that just d like just d like i live in waco,statement
gosh it sounds so close,general
static yeah,general
guess,request
back to your movie you saw that ten thousand,request
wake up,request
c but f uh d you know to have the quilting frame and then to actually do that it s a tremendous amount of work,statement
d so where do you see,question
raspberry yea,general
i will admit i work with f uh someone who s iranian,statement
just angstrom moment beep,request
d well try and think if it was a hundred dollars a square foot talking,request
lubbock midland odessa,statement
d so what school is it,question
breathing d well charles good luck to you on your,general
c and now d you know people just send it back over and over and over and over,statement
is this a a mail order parts house that specializes in in parts for parts for uh old imports,question
he lived in new jersey for a while now he s in rhode island,statement
do they have children,question
to answer that one before we get to our subject d you know i always get a kick out of republicans who take credit for all the military hardware that was bought for the war and how successful it was though when it comes to the budget they say well the democrats control all the money,statement
yep fluorine uh,general
i told russ yest that we should have done this a long time ago,statement
it was a divorce situation of my parents,statement
f uh okay,general
ergocalciferol well try and think if it was a hundred dollars a feather foot talking,request
d wellspring try it,request
c but do you,question
fluorine um then then just laughter,request
c and if you want a nicer car than that d well you save a little longer,statement
d well i was just trying to make an introduction here laughter,request
a lot of stores will still ask,statement
get the reckoner prohibited,request
equitable get it tabu d you know,request
go out to the nursing home help guide some craft programs perhaps function on some sigh music programs whatever their talents are,request
need them laugh,request
f oh is that true,question
c therefore if you ever tour in a restaurant order crawfish,request
d so f uh tell me about changes from say twenty years agone since you were an adult twenty years agone,request
c but how about all the trucks and buses that are out there,question
i think that s what,statement
some place else,general
yellow peppers f huh,general
c so really his salary should be d you know twenty percent or thirty percent higher,statement
c and go to f uh sole star,request
f oh okay lipsmack,general
d so how about you,question
c but the thing that makes me mad is f uh then they start getting f uh other people,statement
f oh it s beautiful,statement
go in the early hours,request
d well f um do a lot of people take advantage of it,question
bye bye clicking noise child talking tv,general
do you have it right on the top of you head laughter,question
d well bye,general
do you do you hope to have children,question
what are they like,question
have them adam,request
i moved here d like in late august,statement
c but i could be at work from anytime d you know from nine until nine at night or ten or whatever,statement
f oh it was good talking to you,general
w yeah,general
and every time before they get into a vehicle,question
c but you wait until they go and get a car clicking insurance that s when they get expensive,statement
c and you take care,general
you could get three of the three of the four to lineup,statement
i m going to,general
i m glad to find there s another reasonable person in garland,general
preceptor t overcook it though,request
what have you done noise,question
yeah shadowy,general
c and i think that before we expend all our young talent overseas and and helping other countries we ought to perhaps give a little bit of our help to our own folks at home,statement
c and you can t throw certain file type things away,statement
c and i think they re d what about nine dollars and something,statement
c and i have a wonderful female lab black lab,statement
c and he said he didn t even make ten dollars an hour,statement
d well it might be a honest time for you to be to to start a custom,request
mightily on,general
would that be f um perhaps,question
talk talk your husband into taking you there some night,request
c and so d like my roommate went home,statement
yeah whisper breathing,general
do you have a pet now,question
c or just are there normal safety belts in it that you had,question
laugh certain,general
c and so if i go back to work on a part time basis i am hoping i can leave my daughter with her,statement
f um do you have a lot of large families out there in texas,question
f oh d well laughter,general
do you know what ellicott city is,question
c and i think he s got between the old guard and talking people in background and the new f uh glasnost,statement
precisely get it kayoed d you know,request
look what we ve done here at t ane,request
c and you want to use one of your good sauce pans that dissipate the heat because it it ends up burning,request
could you confine on,request
laughter yeah d you love,general
i m glad to find there southward another fairish person in garland,general
howdy artemis,general
very faint uh huh,general
how do you feel,question
tell me about your lodge up thither,request
do you consider these serious f uh problems,question
right sniffing,general
d well good afternoon to you mary,general
assign some fresh lilliputian fresh shrimp,request
d you know there s a lot of places in the states that we haven t even gone,statement
go decent to force,request
nice to tattle to you too jim,general
blow and norma it is just wonderful to talk to you,general
what are you interested in,question
long long term though do you think it would best to see a one world d you know,question
c and then you take decade pct of it,request
you ever thought about building a house,question
exactly,general
locomote to work for u tetraiodothyronine,request
every youth that s ever gone really has felt that their life has been changed,statement
state me what you like to coiffe,request
where are you going to school,question
f oh d well you need to hail out laughter,request
real beep decidedly,request
listen,request
under bricks or under wood,general
okay lipsmack,general
i m in dallas texas,general
d like try to get some place and exercise from five to six,statement
yes mouth as if a scared tyke,general
c and so we could we could talk about f uh that path calciferol you know how important you think his benefits are and and and f uh how important you think they are and if what would you like to see increase,request
we call it an old folks home,statement
d well d well how was he killing the women,question
where are you going,general
c and perhaps it s because somehow that implies to me it s not fun or something like that,statement
and it s i it s come out as a result of the competition from the japanese,statement
c so pause d well i guess i ll let you get binding to feeding your little one there,request
oh f uh,general
kind of interesting so see,statement
what s going to happen when she gets there,question
you still did what you do now,question
carbon and secern him to take you there for your anniversary,request
c and f uh you expect at their society,request
d well it s a pleasure talking with you,general
d well hang along,request
yes f oh,general
noise what kind of fishing do you enjoy,question
is it the s,question
c but anyway what do you think we ve gained from the spaceflights,question
yea infant,general
c and c and also f uh the the issues they deal with f uh really tends to open open your eyes as well as your mind to some of the problems,statement
laughter d well we can f uh complain together surgery swear we can complain together about the humidity laughter,request
sanction laughter f uh,general
c and a very good afternoon to you,general
d like is it the weight machines or aerobics or what is it,question
c and then we subbed it out,statement
ohio uh huh,general
sample that,request
scott get randomness f uh talk about advice that we can offer a parent where the child is going to go to a university,request
c and you microwave it on high for seven minutes,request
were you sailboating,question
what about yourself,question
laughter don thymine enquire me,request
d anyway d so where s your favorite place to go,question
keep upwardly the cross stitching,general
excuse maine,request
i don t think products are getting much better though,statement
i have people here that i know that have never registered to vote,statement
do they car pool in,question
c and you just want to make it right,statement
if somebody,statement
where have you f uh,question
d so f uh tell maine about changes from say twenty years ago since you were an adult twenty years ago,request
australia,general
c and it s just incredible,statement
smack d so what do you do,question
d well it wasn t too bad other than the cowboys didn t do so hot,statement
and have all the normal mass go,request
d now come on rent s be realistic,request
could you attend on one minute jim,request
let s ensure what else is on television,request
c so the city gets the money from that,statement
have you ever tried f uh deep sea fishing,question
it s just a strange landscape,statement
c cause i wondered when they re taking classes with f uh with people that are really are interested in the the subject and stuff like that,statement
what did he shoot him with,question
this is lois,general
if i had kids d well if you had kids what kind of things do you hope to do noise sounds like paper rustling,question
are you going to tell me what you ve been doing lately in the,question
i was about to say you ought to experiment on at least a small part of it before you just tackle the whole thing laugh,request
carbon but so we can back up,request
rightfulness uh huh,general
he is bouncing around,statement
radio seems to have a full platter or full plate of different things that they need to get done,statement
the what did you call it the sales tax is just getting outrageous to pay,statement
anyone ever convicted of a a felony is cannot purchase a weapon,statement
are you involved in the legal system at all,question
the other one may be very careful,statement
c so that is something you might keep your eyes open for,request
what division are you in,question
d you know yeah,general
spill good,general
snow and f uh yep,general
have you ever been to marlin,question
what did you what kind of things did you do,question
i need to go involve manage of the kids,general
try to do it early in the mornings,request
laugh you re just going to have to imagine what you would like equally benefits laugh,request
c and we are so close to shopping,statement
century but it southward just kind of like get on the telephone,request
c and then you let it simmer,request
d well i have enjoyed talking to you too,general
indisputable live ahead,request
f ohio ane see ane see what you re saying,general
d you know e i mean they heard someone calling for help,statement
what he his concerns were,statement
c or make everything diet,request
c so yeah,general
it s been suggested,statement
justify maine jim,request
f oh rea,general
tell me what you think about the vietnam war,request
d well nice talking to you cheryl,general
c and i ve bask our talk,general
c so you don t have to mess with spices and stuff,statement
issue first,request
if you want to start first start forwards,request
we get our weekly news around the area,statement
what do you do during those those days,question
how do you feel about public schools,question
is that also what s in uh hairsp aerosol,question
if you re ever in town we ll go see a movie laughter,request
did you catch the fish,question
i guess f uh d well maybe the computer will pair us up together another time,general
tone what we ve done here astatine t i,request
that is the way to do it,statement
let s model fluorine uh,request
farad huh d well you might want to get yourself farad uh an animal that doesn t require much attention like a cat,request
okay sniffing,general
relieve maine,request
c and i like scary movies,statement
i don t think i d like the k g b is monitoring my phone or anything like that,statement
look what we ve done here astatine t i,request
d intimately okay,general
we went two cruises that hit those islands but with different people,statement
you ve become to go see that,request
e i mean on the early hand e i mean you take a refuse man in new york city starts out at twenty six thousand dollars,request
c so hopefully we ll have a good year,statement
c and i can t think of that,statement
maybe they re burnt out or,general
d fountainhead you proceed ahead,request
noise sounds like child s record hi,general
f oh very good,general
you know what i did,question
f uh what base of communications would you be most interested in getting in to,question
did you have them in a center or something last summer,question
go inwards the early hours,request
laughter that s kind of what we do,statement
would you then go ha hiking,question
hey thanks adenine circle and and bye,general
d now come on let sulphur be realistic,request
let you beginning laughter,request
c so have you do you have a computer for yourself at home,question
sniffing was it on the radio every week,question
one of my one of my friends here he was just talking how he siemens thinking of leaving the company and going to dallas,general
ergocalciferol well f uh i ll let you start i guess sniffing,request
d well i d say tackle one project first and see how it goes,request
you ought,request
you you if you like sports go right ahead with this peerless,request
has has he had this since kindergarten,question
c but f uh c and my son and daughter in law have kind of a sheltie mix,statement
collar you afterward,general
c or did you folks do that,question
laughter d well we can farad uh complain together or swear we can complain together about the humidity laughter,request
what was what was the other case,question
not many,statement
c and you order a bay leaf and order some f uh red pepper over it,request
c so it s pretty amazing it can be that drastic in just a short distance throat clearing,statement
i i give maine cyanide,request
c and c and f uh in other words do we make the world safe for democracy,question
d well it sec a delight meeting you,general
what do you think about f uh f uh convicted f uh,question
c and i maybe we ll meet astir again,general
c because e i mean you re going to have to take some risk,statement
c and you could get to it to work on it,statement
c and it s a beautiful place to live laughter,statement
isn t that a s an area of concern in the cost of air conditioning,question
f oh sanction f um,general
c but e i mean even now we ve got i know we ve got plenty of cases out there where people have been wrongly convicted and things like that,statement
save it mute,general
c and it was twenty eight twenty nine degrees,statement
d well have you been here during the real heavy heavy rains,question
c or you going rent it lease it again,question
shall we say,question
you motivation to hack em up real fine,request
i want to see war of the roses too,statement
does dallas get high humidity,question
d you know you are going to find out for yourself,statement
possibly again,general
is it formal policy that they said they might test,question
i was always,statement
viosterol well you should f uh run for a school board position,request
we have many tornadoes spawned in this area and northern indiana,statement
d you know right,general
e i mean we ve had to actually have the air conditioning on and everything,statement
c and f um do you like classic rock or modern rock or which kind,question
goodby goodby talking background voice said what s that about,general
c and it always will be,statement
c and f uh i know that that my husband,statement
i don t understand why first of all the public puts up with it,statement
yes breathing,general
section,general
c and i usually remember those a long time later,statement
carbon and you call it,request
what do you think of the public school system,question
f uh why did you choose a private school,question
where is your favorite place to go,question
because if you weren t there to watch them and keep them in their own wing they could they had freedom to just walk around,statement
how do you feel that is for someone at at that phase in their life,question
you you if you like sports go right ahead with this unmatched,request
pause laughter yeah,general
f uh f uh how about the oak ridge boys,question
maybe they ra burnt out surgery,general
laugh static yes,general
this house was built in seventy four,statement
golfer,question
d well iodine thank you for telephone,general
uh huh noise,general
is it disco,question
did you see it him when he was doing the coverage of the gulf,question
cholecalciferol you know noise rattling,general
book on,request
d well do you have any opinion of potential changes that may occur in the next generation,question
well how do you think the royals are going to do,question
farad um farad um,general
c and we haven t discussed this at all laughter f um,statement
c so you will have to do that once,request
you got any hobbies that you want to talk about,question
c and if you discover you like it then you can always upscale,request
tobogganing,request
what part of maryland are you from,question
tablets,question
f oh he does,question
y did you actually live in saint louis,question
little bit little bit cooler like eighty nine,general
c and he came up to us,statement
permit s talk about schooling,request
ta you too,general
c or f uh sometimes there s f uh letter to the editor about me,statement
i don t i don t know that they always have because i never sat all the way through a jury trial,statement
c but washington s a great place to do that,statement
i was just reading an article f uh that there were nineteen thousand properties available in texas f uh for sale by the reso resolution trust com corporation,question
are they still,question
c but it s basically the same,statement
c but it was good to talk to you,general
c so f uh were we right in the middle east,question
look astatine the cowboys now noise,request
does your city have mandatory f uh recycling,question
f um how about yourself,question
c and c and where are the engineers coming from,question
f oh d advantageously laugh yeah,general
first how much television watching do you do,question
c and the only f uh branch in the armed fo services that seems willing to do that is the air force,statement
i d like to have an everyday contact with children f uh as well as you do for that matter,statement
do you f uh mostly,question
pen that one consume,request
d so recount me ba,request
d well it was nice talking to you too,general
ace think we covered it pretty commodity,general
originate prosecute they,request
century so you should think about doing something wish that,request
c and you have to make sure that you f um that you apply pretty early because they do have a lot of places have very foresighted waiting lists,request
c and order them all in a place,request
c so this year d now i have them taking out fifty dollars a month out of my,statement
selfsame swoon yes,general
c or do you go out,question
they re doi they re trying to get all different amount of people,general
laugh calciferol well i ve enjoyed talking with you,general
c so i was in a lot of classes where f uh there i was either the only girl or d you know one of just a very,statement
what do you think,question
d well you have a good day,general
c and c and nothing happened,statement
what about politics on it,question
i think f um people,statement
c and this year as well as last year we have had less than four inches total accumulation,statement
urinate them do civic duty whatever,request
i think they ll always represent a threat wheth whether or not there s an active cold war or not f uh,statement
f ohio god you go to the mall,request
there s seven children in my husband s family,statement
d now where does the source light go,question
farad uh fairly much,general
it s godfather three,statement
gallic yea,general
uh huh laughter throat clearing,general
that is probably very fortunate for you,statement
they re there early to receive the kids,statement
hang them,request
c and fluorine uh anyhow fluorine uh you take fluorine uh adenine couple of fluorine uh cups of bisquick,request
w wait,request
where are you,question
c and f oh i took my car up there to their family,general
aren t they pretty hardy,question
now you can c either use d you know the kind that do in the little can,request
what kind of birds do you have,question
lipsmack coulomb and now i ll let you state something laughter,request
cholecalciferol well we are though laugh,general
coulomb and then make them in with the rest of your salad sometimes,request
i ll let you go first,request
laughter maybe i should have just traded the car in,statement
you preceptor t have to expect for them to say,request
if you have ampere chance to rent it astatine least,request
how long have you been in this house,question
what is your favorite f um food for a dinner party,question
f uh back to the theme,request
stimulate a skillful weekend,general
it is kind of they re kind of off and on it seems like,statement
do you know some folks who have been there,question
it s nice at night,statement
is your brother younger than you,question
c a c and good fate,general
right breathing talking,general
f oh the scary one,question
c but i know that it would have been better had mom been able to stay home with us,statement
laughter right laughter,general
which is your favorite,question
where are you calling from by the way texas,general
are they going to come back in the spring,question
c and did you put him in daycare,question
they the whole the whole campsite was evacuated,statement
go ahead you low laughter,request
a endure total,general
they they made d like f uh small personal computers,statement
one one give maine cyanide,request
c so we had to sit there d you know,statement
c and f um c and another head to ask is if they re f um state evidence,request
c but i say d you know they commit crimes get them be overcrowded laughter d you know,request
do you have any strong opinions,question
i think this particular case has been like ten or fifteen years,statement
it s represent proficient talking to you,general
where in pennsylvania,question
c and then some fun thing to do sometime,statement
what do you like to watch on television,question
d you know let s go back to our original thing with d you know our experimentation and totally the d you know our actual exploring of space and and totally that,request
d well f um i wouldn t f uh i definitely wouldn t dispute that,statement
f uh you if you sit at a table with a lot of people for your meals you meet different people,statement
you too laughter,general
c and we play three days in a row three different courses,statement
allow the shells on them so they won t precisely roll up,request
don thyroxin overcook it though,request
c but this guy had somehow worked it out so that he got there a little bit earlier bought the dog,statement
i have a pretty good mathematical concept for what s involved,statement
d well i think capital punishment is supposed to be primarily a deterrent to other people,statement
d well i guess then i will go,request
have you always lived there,question
c or your daily job or whatever prevented it,statement
basically is your motive simply f um health or because you enjoy it,question
right clicking,general
f uh as far as my defense budget f uh they re cutting it back now what twenty five percent,question
would you be against any deficit spending,question
hundred and recall how rich she is,request
how long do you have to bake it,question
stick along the subject,request
or you settled,question
in the fuzzy logic direction,question
d well if you ever get one be sure the walls are good and thickheaded because if they re not you can discover,request
f uh c but i would like to see them have a monitoring capability so that they know who has what weapons,statement
f um hello f um,general
d well how do you find that your your personal relationship is with her know that you re both together all the time and you are having to do a lot more for her than normal,question
are what they re,question
hundred but f uh so the mi f uh the cauliflower you,request
coulomb and then once you pick that spot out pick out what you want to do,request
c or are you more of a sport fisherman,question
have s see what else is along television,request
d so beverly what do you think about drug testing,question
that sec great,general
what f uh go ahead and tell me near your habitation laughter,request
c and it s basically the same same type of thing except for you do eat more the tex mex down here,general
that s what happens every time,statement
precisely a bit,request
century and maybe we ll get to verbalize again,general
c and farad um yea,general
c and the other thing i don t like about it is they have a tendency to play the instrumental so loud that you can t understand what the lyrics are,statement
c and there it s f uh noise if i remember right you d well they they accumulate it as hours per week or something like that and or hours per pay period or something,statement
alright laugh,general
they re they go on the unemployment list before we have turn around,statement
this is norma,general
c and are they tested random,question
c and you have a good day,general
d well i have enjoyed talking to you,general
pause d well i enjoyed talking to you,general
c and then expect at the endure we have down here,request
c so tell me roughly your internal,request
music howdy,general
what building are you in,question
inhaling my name s gail,general
just because you d be afraid to do it or have you done it before,question
isn t that something how d you know you think about child care,question
c but go before laughter,request
lipsmack coke and now i ll rent you say something laughter,request
c and his name is b j,statement
what do you watch,question
invite invite the bos ended,request
is that f uh a let me interrupt is that the same for both f uh professors and and also staff and administration,question
didn t it bug you a little bit why they kept coming up with all this stuff,question
d well the last thing i bought was a dress last summer,statement
f um i can t think of anything on recycling,statement
c and unfortunately she s not as well trained as as i would like her to be,statement
d well try it,request
do you have children,question
c but my job i m an e d p auditor,statement
e apologise me go ahead,request
c and laughter,statement
do you plan on staying in in the dallas area,question
d so f uh what do you think about our involvement in the middle east,question
nonpareil moment please,request
fluorine um fluorine uh d well pass me your first impressions,request
you don thyroxin want the gum on the back of the masking tape to get dried to hard,request
c but i think there s a lot that we the public doesn t need to know,statement
no kidding,general
i need to get started on that,statement
f oh why yeah,general
yo you have to support the people that are there,statement
have axerophthol lovely daylight,general
c and you need to look at when you if you do decide to go with child care you really need to to look at what your options are and and look at the what they offer,request
uh huh very faint clink,general
c oregon make everything diet,request
c and clicking can you accommodate on upright a second laughter,request
d well are you into that that rock music d you know all that druggy stuff and all that e i mean,question
how do you think we re going to pay for it,question
d well how about who,question
c and it s one that we use in our work,statement
put it along the hire,request
c but it s the phone calls,statement
clicking beep on phone hum okay,general
try to do it betimes in the mornings,request
d soh go forrader laughter,request
f oh do they really,general
f oh alright,general
she s done a lot of things that i never thought she would do d you know with laughter with the family because she was m the one that said she was never getting married and never going to have any children,statement
c so she never did have to go into a nursing home or anything like that,statement
c or did the people that had that reunion have to draw a line,question
he d actually he just went to the vet yesterday to get his shots and everything,statement
then i didn t notice any improvement till the after the sixth one,statement
it is on channel,statement
i m i m pretty pleased with it,statement
c and it was really bad,statement
i m going to i ve decided i m going to baby sit my baby two granddaughters,statement
we re usually picking things up quickly,statement
apprise verbalise,general
what s your major,question
c and f uh c and of course with the holidays and everything,statement
what about the judge who s hearing the case,question
c so f uh i m really quite active in trying to f uh be proactive at least for children s issues,statement
the other one you need to go see follow sleeping with the opposition,request
d well d you know these these cars made in the sixties and stuff,statement
c so it was almost a celebration of the new year too at the same time,statement
c and you fill them up and put them out with your other trash,statement
snow so we ll just expect,request
c and when you re ready to get another car just pay cash for it,request
f um c so at this time of the year are you doing much garden work laughter,question
c and she told me,statement
yeah d well,general
does he got them locked up all the time too,question
single guess it s ge getting to beryllium lunch time,general
c but the statistics seem to say that,statement
do you have static,question
c but e i mean a lot of people are flat not educated,statement
uh huh tike talk,general
noise sure,general
what kind of dining out do you like,question
i went through some of the books down here at the craft shop d you know,statement
well it s been nice chatting with you,general
c and f um i enjoyed talking with you,general
c and i just would prefer that e i mean sometimes we ve said let s keep we re not interested in what other countries do,statement
well listen i ve enjoyed talking,general
sayonara sayonara noise ring receiver noise water running,general
f um do you like living in an older home and restoring it like that,question
o okay,general
c but sesame street is still really good,statement
do you d like eat the fish that you catch,question
talk to you former maybe,general
refreshen my storage,request
century and you put a little bit of that over it,request
f um c so i think it s extremely helpful and very useful,statement
cytosine but then we can back improving,request
c and put them all in angstrom place,request
talk talk your husband into taking you there about nighttime,request
cytosine and f uh anyhow f uh you take f uh angstrom couple of f uh cups of bisquick,request
throat clearing right,general
with the worms,question
d so f uh d well how long have you been married,question
do you have any other further comments,question
it s just tough as a boot,statement
c and f uh livelihood your mind forth of negative things,request
claxon alright f um,general
f uh c and so many of them nowadays like i said i think are just f um,statement
c or does someone pick them up,question
very faint f huh,general
blow and livelihood smiling,request
is that all we need to say,question
very skillful talking to you too,general
c because we have just,statement
it seems to me that you talk longer from wh you kind of yell into it,statement
lipsmack c and now i ll lease you say something laughter,request
if i have to give them so much to answer the questions to get fifty rolls of film or something like that they re taking something away from me,statement
breathing laughter do you have a lot of property e i mean a lot of yard around your house now in denton,question
